name,address,city,state,zip,phone,clia_number,lab_type,cms_facility_type_name,test_volume,site_count
BIOLIFE PLASMA SERVICES LP,1301 E OSCEOLA PKWY,KISSIMMEE,FL,34744,4074520259,10D2170479,REFERENCE,other,94811,0
UF HEALTH MOLECULAR PATHOLOGY LABORATORY -,655 W 11TH ST,JACKSONVILLE,FL,32209,9042444523,10D2170836,REFERENCE,independent,1200,0
HEMATOLOGY/ONCOLOGY OFFICE LAB AT REGIONAL,8931 COLONIAL CENTER DRIVE SUITE 300,FORT MYERS,FL,33905,2393439562,10D2173587,REFERENCE,other,63503,0
CSL PLASMA INC,5000-12 NORWOOD AVE,JACKSONVILLE,FL,32208,3526190303,10D2186397,REFERENCE,other,95630,0
UNIVERSITY OF MIAMI HOSPITALS & CLINICS -,5700 N FEDERAL HWY SUITE 5,FORT LAUDERDALE,FL,33308,3052434278,10D2209605,REFERENCE,independent,80347,0
MID FLORIDA PATHOLOGY LLC,2100 PREVATT STREET,EUSTIS,FL,32726,3524600292,10D2212076,REFERENCE,mobile_lab,1800,3
CSL PLASMA INC,2800 SW 24TH AVE SUITE 401,OCALA,FL,34471,3524143555,10D2212098,REFERENCE,other,70715,0
RUFFOLO HOOPER & ASSOCIATES MD PA,3210 JUNIPER SPRINGS ST,WESLEY CHAPEL,FL,33543,8138868334,10D2218806,REFERENCE,independent,241,0
"EXPRESS MEDICAL EXPERTS, LLC","2020 KINGSLEY AVENUE, SUITE 2B",ORANGE PARK,FL,32073,9046478177,10D2219475,REFERENCE,independent,130000,0
RUFFOLO HOOPER & ASSOCIATES MD PA,2902 S WEST SHORE BLVD,TAMPA,FL,33634,8138868334,10D2220185,REFERENCE,independent,1208,0
"ONSPOT -FL, LLC","13770 PLANTATION ROAD, STE 3",FORT MYERS,FL,33912,8574451675,10D2224637,REFERENCE,mobile_lab,600,2
RUFFOLO HOOPER & ASSOCIATES MD PA,28400 CORBARA PLACE,WESLEY CHAPEL,FL,33543,8138868334,10D2226262,REFERENCE,independent,597,0
"MARK & KAMBOUR, MD, PA","18316 MURDOCK CIRCLE, UNIT 105",PORT CHARLOTTE,FL,33948,9418884996,10D2244851,REFERENCE,independent,10000,0
"MICRO PATH LABORATORIES, INC",2000 OSPREY BLVD STE 204 ROOM P1,BARTOW,FL,33830,8636837171,10D2264975,REFERENCE,independent,5000,0
Z2 SCIENTIFIC LLC,2954 MALLORY CIRCLE SUITE 208,CELEBRATION,FL,34747,4072016921,10D2265416,REFERENCE,independent,4400,0
MICROWELL LABORATORIES INC,13770 58TH ST N STE 315,CLEARWATER,FL,33760,9178281823,10D2266032,REFERENCE,independent,400000,0
"ANGEL TOUCH NURSE REGISTERED, LLC",13155 SW 134 ST UNIT 119,MIAMI,FL,33186,7868390862,10D2266950,REFERENCE,independent,12050,0
MAYO CLINIC JACKSONVILLE ELECTRON MICROSCOPY LAB,4500 SAN PABLO ROAD,JACKSONVILLE,FL,32224,9049532257,10D2272872,REFERENCE,independent,540,0
"RISING TIDE REFERENCE LABORATORY, LLC",495 N US HIGHWAY 17- 92 SUITE 101,LONGWOOD,FL,32750,4077213667,10D2276452,REFERENCE,independent,5000,0
"CSL PLASMA, INC",1502 E FOWLER AVENUE,TAMPA,FL,33612,6569524736,10D2278007,REFERENCE,other,55711,0
BIOLIFE PLASMA SERVICES LP,4085 S GOLDENROD ROAD,ORLANDO,FL,32822,3213360667,10D2280081,REFERENCE,other,69492,0
AMERIPATH FLORIDA LLC,132 DUNDEE PLACE,ST JOHNS,FL,32259,9546333770,10D2283648,REFERENCE,independent,45000,0
REGIONAL CANCER CENTER AT BHC,"3501 HEALTH CENTER BLVD, STE 1127",ESTERO,FL,34135,2394680227,10D2285496,REFERENCE,other,65846,0
"COMPREHENSIVE PATHOLOGY ASSOCIATES, PA",2551 ABACO AVENUE,MIAMI,FL,33133,8134544373,10D2286524,REFERENCE,independent,300,0
DYNAMIC PATHOLOGY ORLANDO,600 NIGHTHAWK CIR,WINTER SPRINGS,FL,32708,9417209747,10D2294645,REFERENCE,independent,500,0
ROSENBLUM-VICTORIA PA,13723 NW 11TH CT,PEMBROKE PINES,FL,33028,9544714799,10D2300536,REFERENCE,independent,1000,0
CONCIERGE PATHOLOGY LLC,2708 ABACO LANE,JACKSONVILLE BEACH,FL,32250,9044126039,10D2305053,REFERENCE,independent,2400,0
MID FLORIDA PATHOLOGY LLC,112 WEST INDIANA AVENUE SUITE #204,DE LAND,FL,32720,3524600292,10D2306670,REFERENCE,independent,16300,0
GL CLINICAL LABORATORY AND RESEARCH LLC,7911 NW 72ND AVENUE SUITE 115,MEDLEY,FL,33166,7868705588,10D2307895,REFERENCE,independent,550,0
PBPDM,5352 LINTON BLVD SUITE DA 1866/1877 PATHOLOGY DEPT,DELRAY BEACH,FL,33484,5614953476,10D2313071,REFERENCE,independent,7300,0
PATRIOT LABORATORY LLC,2380 SUNSET POINT RD,CLEARWATER,FL,33765,7274661028,10D2314642,REFERENCE,independent,4792,0
MY MEDEX LAB LLC,4501 IRVINGTON AVE,JACKSONVILLE,FL,32210,9048811693,10D2316512,REFERENCE,independent,120000,0
UNIVERSITY OF MIAMI HOSPITAL & CLINICS - GCRB,"1425 NW 10TH AVENUE, SUITE 122",MIAMI,FL,33136,3052434278,10D2318807,REFERENCE,independent,100460,0
ATARAXIS AI INC,2815 DIRECTORS ROW SUITE 500-L3,ORLANDO,FL,32809,7135043848,10D2321150,REFERENCE,independent,0,0
MBMMD LLC,16124 CHASTAIN RD,ODESSA,FL,33556,8133342695,10D2323628,REFERENCE,independent,25000,0
MEDIPATH LLC,10151 DEERWOOD PARK BLVD S-250 BLDG 200,JACKSONVILLE,FL,32256,7864640749,10D2323898,REFERENCE,independent,12000,0
"HARBIN CLINIC, LLC - MAIN OFFICE",101 REDMOND ROAD,ROME,GA,30165,7622351808,11D0256801,REFERENCE,other,3227551,0
"PLANNED PARENTHOOD SOUTHEAST, INC","220 NORTH COBB PARKWAY, SUITE 500",MARIETTA,GA,30062,7195109871,11D0258374,REFERENCE,other,2867,4
ATLANTA DIABETES ASSOCIATES,1800 HOWELL MILL ROAD,ATLANTA,GA,30318,4043554393,11D0259599,REFERENCE,independent,85564,0
"ASSOCIATED PATHOLOGISTS, LLC","1901 PHOENIX BLVD, SUITE 210",ATLANTA,GA,30349,6155629545,11D0260856,REFERENCE,independent,218000,0
GEORGIA PUBLIC HEALTH LABORATORY,1749 CLAIRMONT ROAD,DECATUR,GA,30033,4043277900,11D0671793,REFERENCE,public_health_lab,8248981,0
WAYCROSS REGIONAL LABORATORY,1751 GUS KARLE PARKWAY,WAYCROSS,GA,31503,9123387050,11D0671837,REFERENCE,public_health_lab,96411,0
COLUMBUS HEALTH DEPARTMENT,5601 VETERAN'S PARKWAY,COLUMBUS,GA,31901,7062256383,11D0674629,REFERENCE,other,5634,17
CHATHAM COUNTY HEALTH DEPT CLINIC,1395 EISENHOWER DRIVE,SAVANNAH,GA,31406,9123562148,11D0690710,REFERENCE,public_health_lab,8160,2
HALL COUNTY HEALTH DEPARTMENT,1290 ATHENS STREET,GAINESVILLE,GA,30507,7705315600,11D0691469,REFERENCE,other,0,7
DEKALB PUBLIC HEALTH,445 WINN WAY,DECATUR,GA,30031,4044279971,11D0693066,REFERENCE,public_health_lab,3656,5
EAST CENTRAL HEALTH DISTRICT,950 LANEY WALKER BLVD,AUGUSTA,GA,30901,7067269694,11D0694817,REFERENCE,public_health_lab,7138,14
DOUGHERTY COUNTY HEALTH DEPARTMENT,1710 SOUTH SLAPPEY BLVD,ALBANY,GA,31701,2296386426,11D0702558,REFERENCE,public_health_lab,4100,20
DISTRICT 4 PUBLIC HEALTH,301 MAIN STREET,LAGRANGE,GA,30240,7062987747,11D0703582,REFERENCE,other,1700,19
FORSYTH COUNTY HEALTH DEPARTMENT,428 CANTON HIGHWAY,CUMMING,GA,30040,7707816900,11D0866868,REFERENCE,other,0,6
"ATLANTA HEALTH ASSOCIATES, INC",309 PIRKLE FERRY RD STE D-300,CUMMING,GA,30040,7702059091,11D0883358,REFERENCE,independent,5000,0
"CLINICAL LABORATORY SERVICES, INC",189 WEST ATHENS STREET,WINDER,GA,30680,7703075820,11D0930302,REFERENCE,independent,3610823,0
"GASTROENTEROLOGY SPECIALISTS OF GWINNETT, PC","721 WELLNESS WAY, SUITE 100",LAWRENCEVILLE,GA,30046,4043106968,11D0955022,REFERENCE,independent,4400,0
EAST GEORGIA DIAGNOSTIC SERVICES,333 SOUTH WALNUT STREET,STATESBORO,GA,30458,9124892400,11D0982961,REFERENCE,independent,300,0
"ACCU LAB, LLC - KIDNEY-HYPERTENSION-CLINIC, PC",605 OLD NORCROSS ROAD,LAWRENCEVILLE,GA,30046,7709621231,11D2009488,REFERENCE,independent,25263,0
SKINPATH SOLUTIONS,"2000 LAKE PARK DRIVE, SE",SMYRNA,GA,30080,6785569411,11D2010733,REFERENCE,other,127790,0
"SEPA, PC AT BRUNSWICK, - PARKWOOD","2415 PARKWOOD, 2ND FLOOR, ST SIMMONS ISLAND TOWER",BRUNSWICK,GA,31520,9124662754,11D2017905,REFERENCE,independent,500,0
"SEPA, PC AT SAINT MARY'S - DAN PROCTOR",2000 DAN PROCTOR DRIVE,SAINT MARYS,GA,31558,9122612669,11D2019192,REFERENCE,independent,200,0
"SOUTHEASTERN DERMATOPATHOLOGY, LLC",1067 WINDERMERE XING,CUMMING,GA,30041,2059106852,11D2025057,REFERENCE,independent,8425,0
K & S CLINICAL DIAGNOSTICS,"1995 NORTH PARK PL, SE, SUITE 205",ATLANTA,GA,30339,6786082468,11D2053177,REFERENCE,independent,33275,0
SEPA PC AT AZALEA VALDOSTA GEORGIA,2810 NORTH OAK STREET,VALDOSTA,GA,31602,9122612669,11D2060689,REFERENCE,independent,400,0
"CSL PLASMA, JONESBORO","6525 TARA BOULEVARD, SUITE B",JONESBORO,GA,30236,6784871035,11D2071924,REFERENCE,other,98337,0
"CSL PLASMA, INC - STONE MOUNTAIN","937 N HAIRSTON ROAD, SUITE 1",STONE MOUNTAIN,GA,30083,7707832475,11D2074466,REFERENCE,other,68025,0
CSL PLASMA INC,"3201 SOUTH COBB DRIVE, SUITE A",SMYRNA,GA,30080,7705045101,11D2079194,REFERENCE,other,70145,0
"MYGENOMICS, LLC","11535 PARK WOODS CIRCLE, SUITE E",ALPHARETTA,GA,30005,8556474363,11D2084528,REFERENCE,independent,20,0
PATHOLOGY CONSULTANTS OF AUGUSTA,"3540 WHEELER RD, SUITE 617",AUGUSTA,GA,30909,7067315831,11D2087298,REFERENCE,independent,9000,0
"SEPA, PC",710 CENTER STREET,COLUMBUS,GA,31901,7065711553,11D2092138,REFERENCE,independent,200,0
"DIAGNOSTIC SOLUTIONS LABORATORY, LLC","5895 SHILOH ROAD, SUITE 101",ALPHARETTA,GA,30005,4045584993,11D2097795,REFERENCE,independent,251811,0
BIOLIFE PLASMA SERVICES LP,3440 CENTERVILLE HWY,SNELLVILLE,GA,30039,7709722680,11D2103312,REFERENCE,other,76618,0
PRIORITY TOXICOLOGY LABORATORIES,"6781 LONDONDERRY WAY, SUITE 4",UNION CITY,GA,30291,6783131134,11D2108401,REFERENCE,independent,12000,0
"DIAGNOSTIC DERMATOPATHOLOGY ASSOCIATES, LLC","1200 BROOKSTONE CENTRE PKWY, BLDG 200, UNIT 3",COLUMBUS,GA,31904,7062561133,11D2108423,REFERENCE,independent,10000,0
"BIOLIFE PLASMA SERVICES, LP","505 SHIRE PARKWAY, BUILDING D",SOCIAL CIRCLE,GA,30025,6782123838,11D2112585,REFERENCE,other,31826108,0
"EUROFINS DONOR & PRODUCT TESTING, LLC, ATLANTA","1700 ENTERPRISE WAY, SUITE 114",MARIETTA,GA,30067,8558755227,11D2112698,REFERENCE,independent,138169,0
"AMERICAN FOOT & LEG SPECIALISTS, LLC",1109 EAGLES LANDING PKWY,STOCKBRIDGE,GA,30281,4043639944,11D2114365,REFERENCE,independent,4000,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,1711 EAST BROAD AVENUE,ALBANY,GA,31705,2293024635,11D2154065,REFERENCE,independent,132580,0
BIOLIFE PLASMA SERVICES,"270 BOBBY JONES EXPY, SUITE 164",AUGUSTA,GA,30907,7066192860,11D2154073,REFERENCE,other,50967,0
BIOLIFE PLASMA SERVICES LP,300 PLAZA PARKWAY,MCDONOUGH,GA,30253,6787343277,11D2160347,REFERENCE,other,68141,0
"CSL PLASMA, INC - DALTON",902 ABUTMENT ROAD,DALTON,GA,30721,5619123068,11D2187123,REFERENCE,other,58776,0
OCMULGEE MEDICAL PATHOLOGY DBA AMERIPATH INC,"1777 MONTREAL CIRCLE, SUITE A-C",TUCKER,GA,30084,6787647079,11D2230489,REFERENCE,independent,17191,0
GI NORTH PATHOLOGY LABORATORY,3050 ROYAL BLVD S #175,ALPHARETTA,GA,30022,4044460600,11D2280962,REFERENCE,independent,1200,0
"BETTER LIFE SCIENCE, LLC","4400 NORTH POINT PARKWAY, SUITE 160",ALPHARETTA,GA,30022,8888177371,11D2282920,REFERENCE,independent,4800,0
"SEBLE CHEKOLM, MD",360 GREENMONT CIRCLE,ALPHARETTA,GA,30009,9197717639,11D2289796,REFERENCE,independent,5136,0
KAISER PERMANENTE KOOLAU MEDICAL OFFICE LAB,45-602 KAMEHAMEHA HIGHWAY,KANEOHE,HI,96744,8084323855,12D0619452,REFERENCE,independent,7196,0
CLINICAL LABS OF HAWAII WAILUKU -MMG,2180 MAIN STREET 2ND FLOOR,WAILUKU,HI,96793,8082432313,12D0619547,REFERENCE,independent,6923,0
DIAGNOSTIC LABORATORY SERVICES-SMMH,"4800 KAWAIHAU ROAD, OUTPATIENT SERVICES BLDG-DLS",KAPAA,HI,96746,8088237184,12D0619633,REFERENCE,independent,41007,0
CLINICAL LABS OF HAWAII-KULA HOSPITAL,100 KEOKEA PLACE,KULA,HI,96790,8088764326,12D0619844,REFERENCE,independent,30000,0
CLINICAL LABS OF HAWAII-KAMUELA,"65-1158 MAMALAHOA HWY, #27B",KAMUELA,HI,96743,8088859505,12D0646223,REFERENCE,independent,8725,0
CLINICAL LABS OF HAWAII-KAU HOSPITAL,1 KAMANI ST,PAHALA,HI,96777,8089286141,12D0646234,REFERENCE,independent,13366,0
HAWAII DEPT OF HEALTH,2725 WAIMANO HOME RD,PEARL CITY,HI,96782,8084536650,12D0646259,REFERENCE,public_health_lab,37001,2
KAISER PERMANENTE WAIPIO MEDICAL OFFICE LABORATORY,94-1480 MOANIANI STREET,WAIPAHU,HI,96797,8084323177,12D1029470,REFERENCE,independent,39987,0
KAISER PERMANENTE MAUI LANI MEDICAL OFFICE LAB,55 MAUI LANI PARKWAY,WAILUKU,HI,96793,8082436174,12D1031667,REFERENCE,independent,166062,0
CLINICAL LABS OF HAWAII-SURGICARE OF HAWAII,500 ALA MOANA BLVD TOWER 1 SUITE 1-B ANESTHESIA RM,HONOLULU,HI,96813,8088345151,12D2043122,REFERENCE,independent,4,0
DIAGNOSTIC LABORATORY SERVICES-WCC CTR,86-260 FARRINGTON HWY (2ND FLOOR),WAIANAE,HI,96792,8086973640,12D2278175,REFERENCE,independent,202896,0
KAISER PERMANENTE LAHAINA MHV#2 LABORATORY,2301 KAANAPALI PARKWAY RM LABORATORY,LAHAINA,HI,96761,8086626918,12D2299285,REFERENCE,mobile_lab,996,2
DIAGNOSTIC LABORATORY SERVICES-KOHALA HOSP,54-383 HOSPITAL ROAD,KAPAAU,HI,96755,8086914271,12D2305342,REFERENCE,independent,45910,0
CLINICAL LABS OF HAWAII-KEALAKEKUA,"81-980 HALEKII PLACE, UNIT 2",KEALAKEKUA,HI,96750,8083224126,12D2306255,REFERENCE,independent,374755,0
IDAHO BUREAU OF LABORATORIES,2220 OLD PENITENTIARY ROAD,BOISE,ID,83712,2083340568,13D0646339,REFERENCE,public_health_lab,6255,0
IP BOISE 1,8660 W EMERALD ST #102,BOISE,ID,83704,2083752354,13D0980387,REFERENCE,independent,199896,0
SIPI CLINIC LLC DBA SOUTHERN IDAHO PAIN INSTITUTE,120 ROSE ST N,TWIN FALLS,ID,83301,2087333181,13D1105419,REFERENCE,other,67200,0
INCYTE PATHOLOGY - KOOTENAI HEALTH BRANCH,2003 LINCOLN WAY,COEUR D'ALENE,ID,83814,5095084519,13D2011094,REFERENCE,independent,15000,0
RAISE THE BOTTOM TRAINING AND CONSELING SERVICES,9196 W BARNES W ST,BOISE,ID,83709,2084330400,13D2047419,REFERENCE,independent,1696510,0
BIOLIFE PLASMA SERVICES LP,4120 N EAGLE RD,BOISE,ID,83713,2089385500,13D2061664,REFERENCE,other,127991,0
AIR ST LUKE'S - TREASURE VALLEY,4000 S ORCHARD ST,BOISE,ID,83705,2083818789,13D2068835,REFERENCE,ambulance,1418,7
INCYTE PATHOLOGY - NORTHWEST SPECIALTY BRANCH,1593 E POLSTON AVE,POST FALLS,ID,83854,5095084519,13D2090203,REFERENCE,independent,1,0
HEMATOLOGICS INC,5501 W CRUZEN ST,BOISE,ID,83706,2062232700,13D2159364,REFERENCE,independent,800,0
CSL PLASMA INC,3309 CALDWELL BOULEVARD,NAMPA,ID,83651,2082058463,13D2192339,REFERENCE,other,77636,0
PATHOLOGY SERVICES PC,19126 W RIVERVIEW DR,POST FALLS,ID,83854,2103860053,13D2204921,REFERENCE,independent,2000,0
IDAHO GASTROENTEROLOGY ASSOCIATES,1200 GARRITY BOULEVARD,NAMPA,ID,83687,2086952089,13D2224264,REFERENCE,independent,33892,0
SPEK DIAGNOSTICS,155 E 50TH ST,GARDEN CITY,ID,83714,2086093812,13D2272086,REFERENCE,independent,30520,0
LABCORP POST FALLS,750 NORTH SYRINGA ST STE 101,POST FALLS,ID,83854,2086188047,13D2274131,REFERENCE,independent,147844,0
HEALIX DIAGNOSTICS,1680 ELK CREEK DR 2ND FL,IDAHO FALLS,ID,83404,2087574325,13D2315547,REFERENCE,independent,2050,0
ST LUKE'S HOME BASED SERVICES,3525 E LOUISE DR #305,MERIDIAN,ID,83642,2088149029,13D2315585,REFERENCE,home_health,5000,2
DEERFIELD DERMATOLOGY ASS,707 LAKE COOK RD STE 280,DEERFIELD,IL,60015,8474800004,14D0412127,REFERENCE,independent,11700,0
CHICAGO DEPT OF PUBLIC HLTH - AUSTIN STI CLINIC,4909 W DIVISION ST - SUITE 411,CHICAGO,IL,60651,3127464871,14D0646583,REFERENCE,public_health_lab,2750,3
ILLINOIS DEPARTMENT OF PUBLIC HEALTH LABORATORY,1155 S OAKLAND STREET,CARBONDALE,IL,62901,6184575131,14D0647032,REFERENCE,public_health_lab,101000,0
"CSL PLASMA, INC",531 MAIN STREET,DAVENPORT,IA,52801,5633234568,14D0664914,REFERENCE,other,60000,0
ILLINOIS DEPARTMENT OF PUBLIC HEALTH -CHICAGO,2121 W TAYLOR ST,CHICAGO,IL,60612,3127934760,14D0691828,REFERENCE,public_health_lab,2894000,0
MEDSTAR LABORATORY INC,4531 WEST HARRISON STREET,HILLSIDE,IL,60162,7084881000,14D0945905,REFERENCE,independent,3545318,0
SEMANS DERMATOPATHOLOGY SERVICE,101 EAST MAIN STREET,ROCHESTER,IL,62563,2174985959,14D0982952,REFERENCE,independent,5115,0
"MEDICAL ASSAY LABORATORY, INC","8205 S CASS AVE, STE 108",DARIEN,IL,60561,6305150418,14D1044662,REFERENCE,independent,177950,0
"CSL PLASMA, INC",1977 N MANNHEIM RD,MELROSE PARK,IL,60160,7083438845,14D1049824,REFERENCE,other,60386,0
LABORATORY CORPORATION OF AMERICA,"7447 TALCOTT AVE, SUITE 1",CHICAGO,IL,60631,7734672285,14D1054938,REFERENCE,independent,172674,0
ACL CAC LAB,1700 LUTHER LN,PARK RIDGE,IL,60068,8477236173,14D1103190,REFERENCE,independent,208713,0
QUALITY LAB ONE,6063 N NORTHWEST HWY,CHICAGO,IL,60631,6307765027,14D2006925,REFERENCE,independent,28800,0
LAB EXPRESS CORPORATION,5000 W 95TH ST,OAK LAWN,IL,60453,7089075694,14D2042184,REFERENCE,independent,204212,0
QUEST DIAGNOSTICS - FAIRFIELD COMMUNITY HEALTH,1007 W MAIN ST,FAIRFIELD,IL,62837,6187246612,14D2044263,REFERENCE,independent,144303,0
"CITILABS, INC","6201 N CALIFORNIA, SUITE 111",CHICAGO,IL,60659,7732627600,14D2056591,REFERENCE,independent,165274,0
"SPIRIPLEX, INC",100 TRI STATE INTL - SUITE 100,LINCOLNSHIRE,IL,60069,8473934555,14D2063316,REFERENCE,independent,465964,0
M I LAB,"246 E JANATA BLVD, STE 260",LOMBARD,IL,60148,6304953235,14D2064071,REFERENCE,independent,1844,0
"CSL PLASMA, INC",18232 S KEDZIE AVE,HAZEL CREST,IL,60429,7087935167,14D2076443,REFERENCE,other,80346,0
MIDWEST CTR FOR WOMENS HEALTHCARE LAB,14052 WEST PETRONELLA - STE 102,LIBERTYVILLE,IL,60048,8473028178,14D2093116,REFERENCE,independent,4503,0
HISTOLOGY CORP,21 N SKOKIE HWY - 202,LAKE BLUFF,IL,60044,8882923009,14D2101871,REFERENCE,independent,5008,0
VIOS FERTILITY INSTITUTE CHICAGO WICKER PARK,1455 N MILWAUKEE AVE,CHICAGO,IL,60622,7734359036,14D2118892,REFERENCE,independent,50830,0
"CSL PLASMA, INC",3800 E STATE ST,ROCKFORD,IL,61108,7792074419,14D2134446,REFERENCE,other,83041,0
BIOLIFE PLASMA SERVICES,161 LILY CACHE LANE,BOLINGBROOK,IL,60440,6303787003,14D2143383,REFERENCE,other,87592,0
"CSL PLASMA, INC",1530 W JEFFERSON ST,JOLIET,IL,60435,7792050551,14D2148148,REFERENCE,other,62320,0
"HEART TEAM, LLC, THE",1530 N RANDALL RD - SUITE 222,ELGIN,IL,60123,2245356400,14D2160986,REFERENCE,independent,1800,0
VIOS FERTILITY INSTITUTE-HOFFMAN ESTATES,1585 BARRINGTON RD,HOFFMAN ESTATES,IL,60169,8478437090,14D2164765,REFERENCE,independent,61800,0
BIOLIFE PLASMA SERVICES LP,225 W ROOSEVELT RD,VILLA PARK,IL,60181,6302820100,14D2170901,REFERENCE,other,60604,0
BIOLIFE PLASMA SERVICES L P,1445 W LAKE STREET,ADDISON,IL,60101,6302820315,14D2173717,REFERENCE,other,92581,0
BIOLIFE PLASMA SERVICES L P,4747 N HARLEM AVE - STE H,HARWOOD HEIGHTS,IL,60706,7732720011,14D2189505,REFERENCE,other,85492,0
R & R CLINICAL LAB INC,1308 MACOM DR,NAPERVILLE,IL,60564,7732896296,14D2209968,REFERENCE,independent,9000,0
NEELYX LABS,330 GEORGETOWN SQUARE,WOOD DALE,IL,60191,6302143800,14D2209971,REFERENCE,independent,3000,0
BIOLIFE PLASMA SERVICES LP,1590 N LARKIN AVE - STE B,JOLIET,IL,60435,7792603445,14D2224869,REFERENCE,other,54164,0
LABORATORY & PATHOLOGY DIAGNOSTICS,1220 HOBSON RD - STE 244,NAPERVILLE,IL,60540,6307807729,14D2227207,REFERENCE,independent,93211,0
ALC DIAGNOSTICS LLC,2434 E DEMPSTER - STE 110,DES PLAINES,IL,60016,8722018642,14D2228364,REFERENCE,independent,1560,0
ILLINIOS TECH LABS INC,9150 CRAWFORD AVE - STE 104,SKOKIE,IL,60076,7737518222,14D2253709,REFERENCE,independent,41068,0
BIOLIFE PLASMA SERVICES LP,5824 E STATE ST,ROCKFORD,IL,61108,7792383659,14D2255902,REFERENCE,other,74390,0
"NEOGENOMICS LABORATORIES, INC",18660 GRAPHICS DR - STE 201,TINLEY PARK,IL,60477,2397680600,14D2269729,REFERENCE,independent,12284,0
BIOLIFE PLASMA SERVICES,112 W 87TH ST - SUITE 26,CHICAGO,IL,60620,7082602775,14D2278605,REFERENCE,other,54937,0
"OAK PARK LAB, LLC","6525 NORTH AVE, SUITE 107",OAK PARK,IL,60302,7738401522,14D2281361,REFERENCE,independent,39,0
HNQ CONSULTING INC,3725 GLENVIEW RD,GLENVIEW,IL,60025,4028500451,14D2287780,REFERENCE,independent,2795,0
FIRST BIO LAB OF ILLINOIS LLC,415 W GOLF RD SUITE 54,ARLINGTON HEIGHTS,IL,60005,3053204332,14D2292448,REFERENCE,independent,6000,0
SOLARIS DX2 LLC,"1630 GEORGETOWN RD, UNIT 1",TILTON,IL,61833,8445500308,14D2310197,REFERENCE,independent,1200,0
YAFA MEDICAL LAB INC,6815 W 95TH ST,OAK LAWN,IL,60453,6302697975,14D2312556,REFERENCE,independent,500,0
ONCOOPTIMA INC,"400 N ABERDEEN, STE 900, LAB 958B",CHICAGO,IL,60642,2486131206,14D2321920,REFERENCE,independent,500,0
"CYTOLOGY PATH SERVICES, INC",5865 N MICHIGAN RD,INDIANAPOLIS,IN,46228,3172553579,15D0353522,REFERENCE,independent,2761,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,12772 HAMILTON CROSSING BLVD - SUITE B,CARMEL,IN,46032,3178741254,15D0355012,REFERENCE,independent,22898,0
SOUTH BEND MEDICAL FOUNDATION/MEMORIAL LAB,615 N MICHIGAN,SOUTH BEND,IN,46601,5742044295,15D0357146,REFERENCE,independent,600,0
VANDERBURGH COUNTY HEALTH DEPARTMENT,420 MULBERRY STREET,EVANSVILLE,IN,47713,8124355568,15D0361375,REFERENCE,public_health_lab,2741,0
BIOLIFE PLASMA SERVICES LP,7921 COLDWATER RD,FORT WAYNE,IN,46825,2604898215,15D0663648,REFERENCE,other,117373,0
BIOLIFE PLASMA SERVICES LP,3401 N MARLEON DR,MUNCIE,IN,47304,7652882699,15D0668906,REFERENCE,other,67117,0
MARION COUNTY PUBLIC HEALTH STAT LABORATORIES,"640 ESKENAZI AVE, FIFTH THIRD BANK",INDIANAPOLIS,IN,46202,3172214673,15D0684048,REFERENCE,public_health_lab,29650,3
ELKHART COUNTY HEALTH DEPT,608 OAKLAND AVE,ELKHART,IN,46516,5745232130,15D0687159,REFERENCE,public_health_lab,1120,0
BECK ANALYTICAL SERVICES LLC,3209 W SMITH VALLEY RD STE 116,GREENWOOD,IN,46142,3177802325,15D0857296,REFERENCE,independent,12000,0
"CSL PLASMA, INC",2000 WEINBACH CENTER DRIVE,EVANSVILLE,IN,47711,8124737014,15D0862908,REFERENCE,other,74688,0
MID AMERICA PATHOLOGY SERVICES,725 LAKEFRONT COURT SUITE B,CARMEL,IN,46032,3179217490,15D0935056,REFERENCE,independent,57771,0
CYTOLOGY PATHOLOGY SERVICES,8244 E US 36 STE 1220 BLDG #2,AVON,IN,46123,3172553579,15D0987079,REFERENCE,independent,400,0
BIOLIFE PLASMA SERVICES LP,111 EAST ALTO ROAD,KOKOMO,IN,46902,7654535670,15D1024841,REFERENCE,other,68184,0
BIOLIFE PLASMA SERVICES LP,2715 EMERSON DR,ELKHART,IN,46514,5742647204,15D1093850,REFERENCE,other,73000,0
BIOLIFE PLASMA SERVICES,1450 GETZ RD,FORT WAYNE,IN,46804,2604341922,15D2069078,REFERENCE,other,86010,0
"LABORATORY CORPORATION OF AMERICA HOLDINGS,",2723 S 7TH ST,TERRE HAUTE,IN,47802,8122341396,15D2073570,REFERENCE,independent,230376,0
"CSL PLASMA, INC",2750 E 46TH STREET,INDIANAPOLIS,IN,46205,3176225058,15D2103093,REFERENCE,other,77037,0
BIOLIFE PLASMA SERVICES,1138 N EMERSON AVE,GREENWOOD,IN,46143,3178833839,15D2111948,REFERENCE,other,78000,0
"INDIGOBRIDGE LABORATORIES, LLC",3000 KENT AVE STE 2962,WEST LAFAYETTE,IN,47906,7652590149,15D2129713,REFERENCE,independent,2167,0
"CSL PLASMA, INC",7750 E RIDGE RD,HOBART,IN,46342,2194842099,15D2144183,REFERENCE,other,65758,0
SOUTH BEND MEDICAL FOUNDATION / EGH,600 EAST BLVD,ELKHART,IN,46514,5742044295,15D2147528,REFERENCE,independent,500,0
