src_name,src_domain,src_clia,persona,apollo_id,contact_name,contact_first_name,contact_email,contact_title,contact_linkedin_url,contact_phone
BALTIMORE CITY HEALTH DEPT EASTERN SEXUAL HLTH CLI,baltimorecity.gov,21D0710717,lab_director,55704e747369644e87c92500,Yoanna Mo***s,Yoanna,(require direct fetch),"Deputy Director of Operations, Finance",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,21D0981877,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,21D0981877,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
PRINCE GEORGE'S CO HEALTH DEPARTMENT STD STAT LAB,princegeorgescountymd.gov,21D1085624,lab_director,54a7357c746869705a9b881f,Rodney Br***h,Rodney,(require direct fetch),Deputy Director of Operations,,(require direct fetch)
CAPITOL DERMATOPATHOLOGY LLC,bdlab.com,21D1099518,ceo_owner,54a5c31d74686938ac2e57a6,Kenneth Fr***n,Kenneth,(require direct fetch),Owner,,(require direct fetch)
SMITHERS PHARMACEUTICAL DEVELOPMENT  SERVICES,smithers.com,21D2074024,ceo_owner,66f976ab37fd450001a5a888,Andrew Gl***n,Andrew,(require direct fetch),Executive Vice President - Operational Excellence & IT,,(require direct fetch)
SMITHERS PHARMACEUTICAL DEVELOPMENT  SERVICES,smithers.com,21D2074024,lab_director,5f10e7995090460001493592,Nancy Yao,Nancy,(require direct fetch),"Director of Operations, Asia, Information Division",,(require direct fetch)
PHI LIFE SCIENCES,philifesciences.com,21D2158103,ceo_owner,54a4aa727468693b8c434659,Sawan Hu***t,Sawan,(require direct fetch),CEO,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,21D2159794,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
OXFORD BIODYNAMICS INC,oxfordbiodynamics.com,21D2284653,ceo_owner,60d3f3f42c133f0001fae6d3,Joe Ab***o,Joe,(require direct fetch),Vice President of Clinical Diagnostics,,(require direct fetch)
OXFORD BIODYNAMICS INC,oxfordbiodynamics.com,21D2284653,lab_director,66f5133dc33fa10001d89a27,Jayne Gr***n,Jayne,(require direct fetch),Director of Operations,,(require direct fetch)
MGB PATHOLOGY - PMA LAB,massgeneralbrigham.org,22D0071593,ceo_owner,6110b022551a920001fb301a,Jacquie Li***l,Jacquie,(require direct fetch),Vice President of Talent Acquisition and Workforce Development,,(require direct fetch)
QUEST DIAGNOSTICS MASSACHUSETTS LLC,locations.questdiagnostics.com,22D1034604,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
"IMGEN DIAGNOSTICS, INC",imgendx.com,22D1040440,ceo_owner,5f4dce189b0fb50001d22057,Bethany Fe***n,Bethany,(require direct fetch),Vice President of Lab Operations,,(require direct fetch)
"DERMPATH NEW ENGLAND, LLC",startupwebsolutions.com.au,22D1049111,ceo_owner,6315eb7b876fea0001698e45,Erick Gu***a,Erick,(require direct fetch),Owner,,(require direct fetch)
CLEANSLATE CENTERS,cleanslatecenters.com,22D1105941,ceo_owner,5f88788c4a85d4000154b96e,Charlotte Ch***w,Charlotte,(require direct fetch),Vice President,,(require direct fetch)
CLEANSLATE CENTERS,cleanslatecenters.com,22D1105941,lab_director,617124eff8c7dc00011716f0,Rachael Th***n,Rachael,(require direct fetch),Director of Operations,,(require direct fetch)
CLEANSLATE CENTERS,cleanslatecenters.com,22D1105941,medical_director,66f449867f79350001f2e400,Daanish Sh***h,Daanish,(require direct fetch),"Regional Medical Director at Clean Slate - Massachusetts, Arizona and Wisconsin.",,(require direct fetch)
MERSI IMMUNOPATHOLOGY LABORATORY,mersi.com,22D2017227,ceo_owner,57d5b0d7a6da9853968be6f4,C Fo***f,C,(require direct fetch),President and CEO,,(require direct fetch)
MERSI IMMUNOPATHOLOGY LABORATORY,mersi.com,22D2017227,lab_director,54a469fb7468692cf0146e45,Ferida Ta***c,Ferida,(require direct fetch),Director of Operations,,(require direct fetch)
QUEST DIAGNOSTICS MASSACHUSETTS LLC,locations.questdiagnostics.com,22D2059744,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
LABCORP AT ST VINCENT CANCER & WELLNESS,stvincenthospital.com,22D2061396,ceo_owner,611a632f48b5210001b62b79,Jan Pe***s,Jan,(require direct fetch),Vice President - Human Resources,,(require direct fetch)
LABCORP AT ST VINCENT CANCER & WELLNESS,stvincenthospital.com,22D2061396,lab_director,54a60ff07468692cf0c5dfbe,Brian Tr***e,Brian,(require direct fetch),Market Director of Rehabilitation; Director of Operations,,(require direct fetch)
EPIGENDX INC,epigendx.com,22D2079826,lab_director,5f75d35f6febcf0001ac8fd8,Ann Me***r,Ann,(require direct fetch),Associate Director of Operations,,(require direct fetch)
"QUANTUM PATHOLOGY, LLC",quantumpathology.com,22D2081781,ceo_owner,66fab3ba01d297000171825c,Erik Di***o,Erik,(require direct fetch),President & CEO,,(require direct fetch)
NEW AMSTERDAM GENOMICS CAMBRIDGE LAB,nagenomics.com,22D2084314,ceo_owner,66f873991cc13a0001e3d042,Kristopher Fa***d,Kristopher,(require direct fetch),Vice President of Strategic Partnerships,,(require direct fetch)
KBMO DIAGNOSTICS,kbmodiagnostics.com,22D2095272,ceo_owner,5b506f57f6e0850856077234,James Wh***e,James,(require direct fetch),CEO & Founder,,(require direct fetch)
QUEST DIAGNOSTICS MASSACHUSETTS LLC,locations.questdiagnostics.com,22D2142457,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
CGT GLOBAL,cgt.global,22D2159614,ceo_owner,66fb3a198aba0a00013a8199,Cate Sp***s,Cate,(require direct fetch),CEO & Founder,,(require direct fetch)
ETHOS LABORATORIES,ethos-labs.com,22D2216336,ceo_owner,60d1bb8398d90b0001bb33d4,Bethaleen Ha***s,Bethaleen,(require direct fetch),Vice President of Operations,,(require direct fetch)
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,22D2253325,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,22D2253325,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
MGB HOME HOSPITAL,homehospital.bwh.harvard.edu,22D2253860,ceo_owner,66f504e8a792050001099bc2,Karim La***i,Karim,(require direct fetch),"Chair & Co-Founder Digital, Data, & Design Institute at Harvard",,(require direct fetch)
"NEW ENGLAND LIFEFLIGHT, INC",bostonmedflight.org,22D2273556,ceo_owner,5d619637f65125e2759c53f6,Jay Ju***e,Jay,(require direct fetch),Vice President of Facilities,,(require direct fetch)
"NEW ENGLAND LIFEFLIGHT, INC",bostonmedflight.org,22D2273556,lab_director,67f4376910e7600001bfb659,Charlie Mo***e,Charlie,(require direct fetch),Director of Operations-Clinical,,
"NEW ENGLAND LIFEFLIGHT, INC",bostonmedflight.org,22D2273556,medical_director,66f83c5fa8551a000140d720,James Da***n,James,(require direct fetch),Associate Medical Director,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,22D2274949,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,22D2274949,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
GENOMICS INC,genomicexpression.com,22D2290518,ceo_owner,66f4a1475321e00001cd8166,Gitte Pe***n,Gitte,(require direct fetch),CEO and Founder,,(require direct fetch)
PREDICTA BIOSCIENCES,predictabiosciences.com,22D2314039,ceo_owner,60d5cf9964459800011f7577,Matthew Pa***i,Matthew,(require direct fetch),Senior Vice President Operations,,(require direct fetch)
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",informdx.com,22D2316555,ceo_owner,60f58b187fc1590001ad3959,Rachel Gr***l,Rachel,(require direct fetch),Regional Vice President,,(require direct fetch)
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",informdx.com,22D2316555,lab_director,66f2aeff9f2bfa0001a801af,Belinda Ec***a,Belinda,(require direct fetch),Director of Operations,,(require direct fetch)
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",informdx.com,22D2316555,medical_director,66f8295cf3aaa200011bb978,Arash Ra***r,Arash,(require direct fetch),"Vice President, Medical Director of AP Lab and Dermatopathology",,(require direct fetch)
QUEST DIAGNOSTICS FLINT RRL,locations.questdiagnostics.com,23D0664147,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D0672133,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,23D0675313,lab_director,6596704423bf410001c7087c,Heather Le***i,Heather,(require direct fetch),Senior Director of Operations,,(require direct fetch)
BIOLIFE PLASMA SERVICES,biolifeplasma.com,23D0676909,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,23D0676909,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D0689983,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D0689983,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
WSU INFECTIOUS DISEASE LABORATORY,infectiousdiseases.med.wayne.edu,23D0701648,ceo_owner,66f6a0729388d9000113771a,Alan Am***i,Alan,(require direct fetch),President,,
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,23D0929489,lab_director,6596704423bf410001c7087c,Heather Le***i,Heather,(require direct fetch),Senior Director of Operations,,(require direct fetch)
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,23D0973254,lab_director,6596704423bf410001c7087c,Heather Le***i,Heather,(require direct fetch),Senior Director of Operations,,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D1019377,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D1019377,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,23D1081376,lab_director,6596704423bf410001c7087c,Heather Le***i,Heather,(require direct fetch),Senior Director of Operations,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,23D2002432,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
QUEST DIAGNOSTICS - CADILLAC,locations.questdiagnostics.com,23D2033441,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
CSL PLASMA INC,cslplasma.com,23D2036201,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2060525,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,23D2075442,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D2078501,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D2078501,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2089978,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2093052,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2119598,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,23D2125912,lab_director,6596704423bf410001c7087c,Heather Le***i,Heather,(require direct fetch),Senior Director of Operations,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2128049,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
QUEST DIAGNOSTICS INC - DEARBORN RRL,locations.questdiagnostics.com,23D2129463,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2130555,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2153139,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2164027,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"BIOLIFE PLASMA SERVICES, L P",biolifeplasma.com,23D2190107,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, L P",biolifeplasma.com,23D2190107,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,23D2210180,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D2211201,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D2211201,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CANCER AND HEMATOLOGY CENTERS LABORATORY, THE",thechc.com,23D2235787,lab_director,6596704423bf410001c7087c,Heather Le***i,Heather,(require direct fetch),Senior Director of Operations,,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D2273577,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,23D2273577,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CANCER AND HEMATOLOGY CENTERS, THE",thechc.com,23D2277833,lab_director,6596704423bf410001c7087c,Heather Le***i,Heather,(require direct fetch),Senior Director of Operations,,(require direct fetch)
OAKLAND COUNTY HEALTH DIVISION NORTH CLINIC LAB,oakgov.com,23D2324138,medical_director,54a6ec637468696b7fffaa04,Pamela Ha***t,Pamela,(require direct fetch),"Medical Director, Interim",,
"CSL PLASMA, INC",cslplasma.com,24D0401849,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LAKE REGION HEALTHCARE - ELBOW LAKE,lrhc.org,24D0406304,ceo_owner,54a18b8c74686974b6db6001,Deb Pe***h,Deb,(require direct fetch),Vice President,,(require direct fetch)
LAKE REGION HEALTHCARE - ELBOW LAKE,lrhc.org,24D0406304,medical_director,648c17c444e3260001c5205c,David Bj***k,David,(require direct fetch),Quality Improvement Medical Director,,(require direct fetch)
LIFELINK III,lifelinkiii.com,24D0724410,ceo_owner,6751548e7ef71e000151f0a9,Josh Ho***l,Josh,(require direct fetch),President & Chief Executive Officer,,(require direct fetch)
LIFELINK III,lifelinkiii.com,24D0724410,medical_director,66f7dce4a8551a000124da95,Jonathan Sc***r,Jonathan,(require direct fetch),Assistant Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,24D0862922,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"SCIENTIFIC RESEARCH CONSORTIUM, INC",mbbnet.ahc.umn.edu,24D0882688,ceo_owner,57e1b464a6da98571feae5bd,Joonhyung Cho,Joonhyung,(require direct fetch),Assistant Vice President for External Affairs and Communications,,(require direct fetch)
"SCIENTIFIC RESEARCH CONSORTIUM, INC",mbbnet.ahc.umn.edu,24D0882688,lab_director,5ebc266ff2bce30001559c17,Ryan Ke***y,Ryan,(require direct fetch),Director of Operations and Video Analytics,,(require direct fetch)
HOSPITAL PATHOLOGY ASSOCIATES PA,hpath.com,24D1091076,ceo_owner,54a3f23b746869367664e41f,Sarah Ke***r,Sarah,(require direct fetch),"Pathologist, Co-Vice President, Hospital Pathology Associates; Chair",,(require direct fetch)
VALLEY MEDICAL AND WELLNESS,valleymedical.com,24D2072541,ceo_owner,6513ac52784ee7000198e19e,Svetlana Do,Svetlana,(require direct fetch),President & Medical Director,,(require direct fetch)
VALLEY MEDICAL AND WELLNESS,valleymedical.com,24D2072541,lab_director,5e882ff004aafc0001a05b2f,Jerald Ma***y,Jerald,(require direct fetch),Director of Operations,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,24D2082589,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,24D2101713,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,24D2101713,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,24D2123956,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
AXIS CLINICALS LLC,axisclinicalsusa.com,24D2131019,ceo_owner,66fe25c27932dd0001eeb231,John Po***r,John,(require direct fetch),Senior Vice President Business Development,,(require direct fetch)
"EUROFINS DONOR & PRODUCT TESTING, LLC, MINNEAPOLIS",eurofinsus.com,24D2140972,ceo_owner,6103ca39b83a5e0001c0a762,Andy Bu***w,Andy,(require direct fetch),President,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,24D2155134,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,24D2155134,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,24D2211033,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,24D2211033,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,24D2240276,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,24D2240276,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
PROGRESSIVE HEALTH OF HOUSTON,phghouston.com,25D0029591,ceo_owner,54a413127468693442037f2a,Gary St***n,Gary,(require direct fetch),CEO,,(require direct fetch)
MEMPHIS PATHOLOGY LABORATORY DBA AEL-JACKSON MS,ael.com,25D0866582,ceo_owner,67654d2124f349000187c766,Jess Ev***s,Jess,(require direct fetch),Vice President of Technical Operations,,(require direct fetch)
MEMPHIS PATHOLOGY LABORATORY DBA AEL-JACKSON MS,ael.com,25D0866582,medical_director,60cd79d47ca47d00014d78ab,Carl Mi***i,Carl,(require direct fetch),"Medical Director, Lab Services",,(require direct fetch)
OCEAN SPRINGS MEDICAL PARK LABORATORY,singingriverhealthsystem.com,25D2093496,ceo_owner,656051496a6cb50001a01032,Ricky Br***g,Ricky,(require direct fetch),Senior Vice President,,(require direct fetch)
OCEAN SPRINGS MEDICAL PARK LABORATORY,singingriverhealthsystem.com,25D2093496,lab_director,6090c56def808e00017bea3b,Mark De***e,Mark,(require direct fetch),Director of Operations,,(require direct fetch)
OCEAN SPRINGS MEDICAL PARK LABORATORY,singingriverhealthsystem.com,25D2093496,medical_director,66f7f094a8551a00012ad4ec,Ijlal Ba***r,Ijlal,(require direct fetch),Medical Director Pulmonary Critical Care & Pulmonary Hypertension,,
MEMPHIS PATHOLOGY LABORATORY DBA AMERICAN ESOTERIC,ael.com,25D2098363,ceo_owner,67654d2124f349000187c766,Jess Ev***s,Jess,(require direct fetch),Vice President of Technical Operations,,(require direct fetch)
MEMPHIS PATHOLOGY LABORATORY DBA AMERICAN ESOTERIC,ael.com,25D2098363,medical_director,60cd79d47ca47d00014d78ab,Carl Mi***i,Carl,(require direct fetch),"Medical Director, Lab Services",,(require direct fetch)
PRECISION LIFE SCIENCES LLC,plslab.com,25D2230030,ceo_owner,58794ce6f651256bedda0ae7,Andrew Wi***n,Andrew,(require direct fetch),Founder/Chief Executive Officer,,(require direct fetch)
PRECISION LIFE SCIENCES LLC,plslab.com,25D2230030,lab_director,54a21e5d7468692e71a04d0e,Vickie Hu***d,Vickie,(require direct fetch),Director of Operations,,(require direct fetch)
TRUSTCARE HEALTH LABORATORY,trustcarehealth.com,25D2305715,ceo_owner,609bde900a06d40001f6e895,Warren He***g,Warren,(require direct fetch),President & CEO,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,26D0444199,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
ENVIRONMENTAL HEALTH LABORATORIES,stlouiscountymo.gov,26D0663829,ceo_owner,54a5f8ca74686938acc4d9b7,Gen Fr***k,Gen,(require direct fetch),Co-Founder and Co-Owner of Dreameaver Duo,,
ENVIRONMENTAL HEALTH LABORATORIES,stlouiscountymo.gov,26D0663829,medical_director,54a2fb5e7468692e7113a24b,Paula Ol***g,Paula,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D0668901,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D0668901,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,26D0672130,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,26D0862932,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
MERCY LABORATORY SERVICES - WHITESIDE,mercy.net,26D0901516,ceo_owner,63dd588f4ac580000162d13e,David Ar***a,David,(require direct fetch),Senior Vice President - President of Community Operations,,(require direct fetch)
SAINT LOUIS UNIVERSITY CENTER FOR VACCINE,slu.edu,26D2022337,ceo_owner,66f77855fb34c20001e85683,Mickey Lu***a,Mickey,(require direct fetch),Vice President of Human Resources,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,26D2062377,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,26D2062377,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,26D2065836,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2096081,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2096081,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"MOGENE, LLC",mogene.com,26D2099356,ceo_owner,66fc36415ad80e00018de367,Abhay Si***h,Abhay,(require direct fetch),Vice President - Research & Operations,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,26D2100972,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,26D2100972,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2124373,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2124373,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2141601,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2141601,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
