name,domain,phone,address,city,state,zip,clia_number,certified_at,certificate_type,site_count,test_volume,classification_codes,segments,lab_type,cms_facility_type_code,cms_facility_type_name,russian_candidate
MERCYCARE MONTICELLO,,3194655937,225 WELTER DR,MONTICELLO,IA,52310,16D0386671,2026-02-05,Compliance,0,31190,,unspecified,PSC,25,rural_health_clinic,False
WCHC FAMILY MEDICINE,,3196537291,1230 SOUTH IOWA AVENUE,WASHINGTON,IA,52353,16D0386746,2025-12-12,Compliance,0,3000,,unspecified,PSC,25,rural_health_clinic,False
MERCYONE GENESIS BETTENDORF,,5634215890,2140 53RD AVENUE,BETTENDORF,IA,52722,16D0387556,2025-12-15,Compliance,0,37588,,unspecified,PSC,03,ancillary_test_site,False
MERCYONE GENESIS ELDRIDGE LABORATORY,,5634219896,301 NORTH 4TH AVENUE,ELDRIDGE,IA,52748,16D0387698,2025-09-17,Compliance,0,20545,,unspecified,PSC,03,ancillary_test_site,False
MERCYONE GENESIS FAMILY MEDICAL CENTER,,5634214407,1345 WEST CENTRAL PARK AVENUE,DAVENPORT,IA,52804,16D0388034,2025-07-15,Compliance,0,7100,,unspecified,PSC,03,ancillary_test_site,False
SIOUXLAND COMMUNITY HEALTH CENTER,,7122522477,1021 NEBRASKA STREET,SIOUX CITY,IA,51105,16D0703355,2025-01-08,Compliance,4,97269,,unspecified,PSC,09,fqhc,False
BROADLAWNS CITYVILLE FAMILY MEDICINE,,5152828654,"580 SW 9TH STREET, SUITE 100",DES MOINES,IA,50309,16D0709678,2025-06-26,Compliance,0,11100,,unspecified,PSC,06,community_clinic,False
BROADLAWNS COMMUNITY CLINIC AT DRAKE,,5152165146,2970 UNIVERSITY AVE,DES MOINES,IA,50311,16D0880535,2025-06-26,Compliance,0,74265,,unspecified,PSC,06,community_clinic,False
STORY MEDICAL CLINIC- MAXWELL,,5153827732,403 FIRST STREET,MAXWELL,IA,50161,16D0956276,2025-08-12,Compliance,0,1000,,unspecified,PSC,25,rural_health_clinic,False
MERCYONE GENESIS DAVENPORT HEALTH PLAZA LABORATORY,,5634210060,3200 WEST KIMBERLY ROAD,DAVENPORT,IA,52806,16D2027320,2025-12-04,Compliance,0,23389,,unspecified,PSC,03,ancillary_test_site,False
GCH CLINICS,,5155238050,312 NORTH FREMONT STREET,STUART,IA,50250,16D2031908,2025-12-11,Compliance,0,1560,,unspecified,PSC,06,community_clinic,False
PELLA REGIONAL HEALTH CENTER,,6414555200,920 NORTH QUINCY AVENUE,OTTUMWA,IA,52501,16D2043757,2025-05-20,Compliance,0,1420,,unspecified,PSC,25,rural_health_clinic,False
MERCYONE GENESIS WOODLANDS CC LAB,,5634215320,4487 53RD AVE,BETTENDORF,IA,52722,16D2274996,2025-02-04,Compliance,0,28550,,unspecified,PSC,03,ancillary_test_site,False
UPH EMERGENCY DEPARTMENT-MARION,,3194512730,3301 ARMAR DR,MARION,IA,52302,16D2307836,2025-03-10,Compliance,0,49713,,unspecified,PSC,03,ancillary_test_site,False
COMMUNITY HEALTH CENTER OF SPENCER,,5155766500,223 W 7TH ST,SPENCER,IA,51301,16D2316523,2025-01-07,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
WASHINGTON COUNTY HOSPITAL AND CLINICS,,3198633955,407 SOUTH WHITE ST,MOUNT PLEASANT,IA,52641,16D2340553,2026-03-18,Accreditation,0,0,,unspecified,PSC,03,ancillary_test_site,False
SCOTT CITY CLINIC,,6208722187,201 ALBERT AVE,SCOTT CITY,KS,67871,17D0453260,2025-06-04,Compliance,0,678,,unspecified,PSC,25,rural_health_clinic,False
PRIMARY CARE PARTNERS - HMC,,3162817312,720 MEDICAL CENTER DRIVE,NEWTON,KS,67114,17D0872258,2026-02-12,Compliance,0,329439,,unspecified,PSC,09,fqhc,False
FREEMAN PHYSICIAN GROUP OF PITTSBURG,,4173473494,1201 EAST CENTENNIAL,PITTSBURG,KS,66762,17D2066674,2026-03-11,Compliance,0,93686,,unspecified,PSC,03,ancillary_test_site,False
PARK DUVALLE COMMUNITY HEALTH CTR,,5027744401,3015 WILSON AVE,LOUISVILLE,KY,40211,18D0321510,2025-08-21,Compliance,4,45824,,unspecified,PSC,06,community_clinic,False
ANNVILLE MEDICAL CLINIC,,6063645162,78 HWY 3444,ANNVILLE,KY,40402,18D0322676,2025-07-29,Compliance,0,550,,unspecified,PSC,25,rural_health_clinic,False
EAST BERNSTADT MEDICAL CLINIC,,6068436195,2659 N LAUREL ROAD,EAST BERNSTADT,KY,40729,18D0323770,2025-07-31,Compliance,0,350,,unspecified,PSC,25,rural_health_clinic,False
SOMERSET PEDIATRIC & ADOLESCENT ASSOCIATES,,6066788155,350 LANGDON ST,SOMERSET,KY,42503,18D0326758,2025-07-30,Compliance,0,9050,,unspecified,PSC,09,fqhc,False
FAMILY MEDICAL CENTER OF HART COUNTY,,2705247231,117 WEST SOUTH ST,MUNFORDVILLE,KY,42765,18D0327121,2025-03-06,Compliance,0,71911,,unspecified,PSC,25,rural_health_clinic,False
UNIVERSITY OF LOUISVILLE ORAL PATHOLOGY LAB,,5025885654,501 S PRESTON ST,LOUISVILLE,KY,40202,18D0648475,2025-06-09,Compliance,0,2794,,unspecified,PSC,03,ancillary_test_site,False
FIRST CHOICE IMMEDIATE CARE MCCREARY,,6063765391,1900 N HWY 27,WHITLEY CITY,KY,42653,18D0692147,2025-03-19,Compliance,0,11382,,unspecified,PSC,09,fqhc,False
SAHETYA MEDICAL GROUP,,2705972168,1573 KY HWY 259 N,BROWNSVILLE,KY,42210,18D0705936,2025-07-25,Compliance,0,842,,unspecified,PSC,25,rural_health_clinic,False
PHYSICIANS FOR WOMEN AND FAMILIES,,6068868997,23 WILLOW DRIVE,AUXIER,KY,41602,18D0985218,2025-05-02,Compliance,3,13884,,unspecified,PSC,09,fqhc,False
RUSSELL FAMILY MEDICAL,,2708663161,404 STEVE DRIVE,RUSSELL SPRINGS,KY,42642,18D0998251,2025-10-07,Compliance,0,4404,,unspecified,PSC,09,fqhc,False
MCKEE MEDICAL CLINIC,,6062875162,25 STATE HWY 290,MC KEE,KY,40447,18D1004701,2025-08-06,Compliance,0,350,,unspecified,PSC,25,rural_health_clinic,False
ALBAREE HEALTH SERVICES LLC,,6063498100,"900 TOM FRAZIER WAY, STE 200",SALYERSVILLE,KY,41465,18D1043255,2025-05-09,Compliance,0,521,,unspecified,PSC,25,rural_health_clinic,False
"GRACE COMMUNITY HEALTH CENTER, INC D/B/A",,6065269005,14662 N US HIGHWAY 25E N,CORBIN,KY,40701,18D1087809,2025-02-24,Compliance,42,5000,,unspecified,PSC,09,fqhc,False
MT STERLING PEDIATRICS,,8594985243,401 COMMERCE CIRCLE,MOUNT STERLING,KY,40353,18D1095716,2025-06-05,Compliance,0,2044,,unspecified,PSC,25,rural_health_clinic,False
MARTIN COUNTY COMMUNITY HEALTH CENTER,,6062983412,"6500 HIGHWAY 645,  SUITE 110",INEZ,KY,41224,18D1099421,2025-10-22,Compliance,8,16094,,unspecified,PSC,09,fqhc,False
MOREHEAD PEDIATRICS,,6067400986,130 NEW TOWNE SQUARE,MOREHEAD,KY,40351,18D2090593,2025-07-23,Compliance,0,1200,,unspecified,PSC,25,rural_health_clinic,False
ALBANY FAMILY MEDICAL,,6063875953,127 FOOTHILLS AVENUE,ALBANY,KY,42602,18D2137482,2025-06-13,Compliance,0,6000,,unspecified,PSC,09,fqhc,False
MCHC MIDDLESBORO MEDICCAMPUS CLINIC,,6066549450,1530 US HIGHWAY 25 EAST,MIDDLESBORO,KY,40965,18D2140318,2025-06-12,Compliance,0,89736,,unspecified,PSC,09,fqhc,False
PIKEVILLE COMMUNITY HEALTH CENTER,,6066376377,50 WEDDINGTON BRANCH ROAD SUITE B,PIKEVILLE,KY,41501,18D2167677,2025-08-05,Compliance,3,5754,,unspecified,PSC,09,fqhc,False
TJ HEALTH SCOTTSVILLE CLINIC,,2702393424,1084 VETERANS MEMORIAL HIGHWAY,SCOTTSVILLE,KY,42164,18D2212740,2025-03-11,Compliance,0,78000,,unspecified,PSC,25,rural_health_clinic,False
MCHC ELKHORN CITY MEDICAL CLINIC,,6067548445,115 WEST RUSSELL STREET,ELKHORN CITY,KY,41522,18D2227302,2025-06-10,Compliance,0,45706,,unspecified,PSC,09,fqhc,False
FRANKFORT PEDIATRICS,,5028750561,"89 C MICHAEL DAVENPORT BLVD, SUITE 2",FRANKFORT,KY,40601,18D2228342,2025-11-06,Compliance,0,828,,unspecified,PSC,09,fqhc,False
MCHC KNOTT COUNTY MEDICAL CLINIC,,6067859440,396 HIGHWAY 899,HINDMAN,KY,41822,18D2231386,2025-06-11,Compliance,0,58223,,unspecified,PSC,09,fqhc,False
FREEBURN COMMUNITY HEALTH CENTER,,6069845484,136 PARK ROAD,FREEBURN,KY,41528,18D2233119,2025-10-21,Compliance,0,6882,,unspecified,PSC,09,fqhc,False
JOHNSON COUNTY COMMUNITY HEALTH CENTER,,6068876145,450 SOUTH MAYO TRAIL,PAINTSVILLE,KY,41240,18D2294977,2025-03-26,Compliance,3,5916,,unspecified,PSC,09,fqhc,False
FIRST CHOICE IMMEDIATE CARE LINCOLN,,6066696006,135 WADE OWENS RD,STANFORD,KY,40484,18D2307706,2025-07-29,Compliance,0,702,,unspecified,PSC,09,fqhc,False
CINCINNATI CHILDREN'S HOSPITAL UNION,,8593445390,2015 CHILDREN'S WAY,UNION,KY,41091,18D2321045,2025-03-28,Accreditation,0,0,,unspecified,PSC,03,ancillary_test_site,False
DESOTO REGIONAL FAMILY MEDICINE,,3182703154,130 JEFFERSON STREET,MANSFIELD,LA,71052,19D0463227,2026-02-26,Compliance,0,27500,,unspecified,PSC,25,rural_health_clinic,False
NCMC MEDICAL & SURGICAL,,3183754117,815 SOUTH PINE STREET,VIVIAN,LA,71082,19D0694058,2025-01-13,Compliance,0,13325,,unspecified,PSC,25,rural_health_clinic,False
DESOTO REGIONAL FAMILY MEDICINE LOGANSPORT,,3186186013,808 MAIN STREET,LOGANSPORT,LA,71049,19D0930340,2025-02-18,Compliance,0,19380,,unspecified,PSC,06,community_clinic,False
TULANE UNIVERSITY HEALTH SCIENCES CENTER,,5049882208,"1430 TULANE AVENUE, 86-79, ROOM 6524",NEW ORLEANS,LA,70112,19D0994686,2025-06-10,Compliance,0,32000,,unspecified,PSC,03,ancillary_test_site,False
ARK-LA-TEX SPINE,,3188419999,8660 FERN AVE SUITE 105,SHREVEPORT,LA,71105,19D2064386,2025-05-16,Compliance,0,35730,,unspecified,PSC,06,community_clinic,False
SOUTH BOSSIER MEDICAL,,3187351800,5668 BARKSDALE BLVD,BOSSIER CITY,LA,71112,19D2294094,2025-11-13,Compliance,0,10200,,unspecified,PSC,25,rural_health_clinic,False
TULANE TOTAL HEALTH CLINIC,,5049883002,711 N BROAD,NEW ORLEANS,LA,70119,19D2325175,2025-06-09,Accreditation,0,0,,unspecified,PSC,06,community_clinic,False
BUCKSPORT REGIONAL HEALTH CENTER,,2074697371,110 BROADWAY,BUCKSPORT,ME,04416,20D0089544,2025-11-07,Compliance,0,134581,,unspecified,PSC,09,fqhc,False
YORK HOSPITAL AT WELLS,,2076418030,114 SANFORD ROAD,WELLS,ME,04090,20D0963890,2025-05-07,Compliance,0,14807,,unspecified,PSC,06,community_clinic,False
YORK HOSPITAL MEDICAL SERVICES,,2073616108,75 US ROUTE 1 BYPASS,KITTERY,ME,03904,20D1074511,2025-01-07,Compliance,0,2200,,unspecified,PSC,06,community_clinic,False
BALTIMORE CITY HEALTH DEPT DRUID SEXUAL HEALTH CLI,,4103960176,1501 WEST SARATOGA STREET ROOM #010,BALTIMORE,MD,21223,21D0710716,2025-09-18,Compliance,0,1200,,unspecified,PSC,06,community_clinic,False
PLANNED PARENTHOOD,,3012081300,19650 CLUBHOUSE RD #101,GAITHERSBURG,MD,20879,21D0937525,2025-09-22,Compliance,0,500,,unspecified,PSC,06,community_clinic,False
"MARYLAND ONCOLOGY HEMATOLOGY, PA",,3019829800,7140 CONTEE ROAD #3500,LAUREL,MD,20707,21D2099926,2025-06-18,Compliance,0,20130,,unspecified,PSC,06,community_clinic,False
"PLANNED PARENTHOOD OF METROPOLITAN WASHINGTON, DC",,2405631221,5001 SILVER HILL RD #103,SUITLAND,MD,20746,21D2109713,2026-01-28,Compliance,0,1000,,unspecified,PSC,06,community_clinic,False
MEDSTAR HEM ONC AND INFUSION AT FRANKLIN SQUARE LO,,4437777184,5601 LOCH RAVEN BLVD SUITE 103,BALTIMORE,MD,21239,21D2187808,2025-12-09,Compliance,0,5700,,unspecified,PSC,03,ancillary_test_site,False
EMERSON HOSPITAL CENTER FOR SPECIALTY CARE,,9782873352,54 BAKER AVENUE EXTENSION,CONCORD,MA,01742,22D1074150,2025-07-23,Compliance,0,4220,,unspecified,PSC,03,ancillary_test_site,False
ELM TREE CLINIC LLC,,6173023343,21 SCHOOL ST,QUINCY,MA,02169,22D2144408,2025-05-15,Compliance,0,381100,,unspecified,PSC,06,community_clinic,False
CAMBRIDGE HEALTH ALLIANCE HOSPITAL CAMPUSES,,6176651239,1493 CAMBRIDGE ST,CAMBRIDGE,MA,02139,22D2338218,2026-02-06,Accreditation,3,0,,unspecified,PSC,03,ancillary_test_site,False
MACKINAC ISLAND MEDICAL CENTER,,9066430412,7474 MARKET STREET,MACKINAC ISLAND,MI,49757,23D0724422,2025-06-25,Compliance,0,570,,unspecified,PSC,06,community_clinic,False
MCLAREN MACOMB HARRINGTON MOB,,5864938143,21510 HARRINGTON,CLINTON TOWNSHIP,MI,48036,23D2277972,2025-08-11,Compliance,0,1200,,unspecified,PSC,03,ancillary_test_site,False
CATHERINE'S HEALTH CENTER DEGAGE,,6163368800,129 JEFFERSON AVENUE SE ROOM 1,GRAND RAPIDS,MI,49503,23D2331915,2025-10-10,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
UPPER GREAT LAKES FAMILY HEALTH CENTER OB,,9064831050,500 CAMPUS DRIVE,HANCOCK,MI,49930,23D2337604,2026-01-27,Accreditation,2,0,,unspecified,PSC,09,fqhc,False
HAMILTON COMMUNITY HEALTH NETWORK,,8109640333,4009 DAVISON ROAD,BURTON,MI,48509,23D2339466,2026-03-03,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
NEIGHBORHOOD HEALTH SOURCE - FREMONT CLINIC,,6125889411,3300 FREMONT AVENUE N,MINNEAPOLIS,MN,55412,24D0401786,2026-02-19,Compliance,0,2039,,unspecified,PSC,09,fqhc,False
NEIGHBORHOOD HEALTH SOURCE CENTRAL AVENUE CLINIC,,6122773183,2301 CENTRAL AVENUE NE,MINNEAPOLIS,MN,55418,24D0402086,2026-02-23,Compliance,0,4901,,unspecified,PSC,09,fqhc,False
CMH RAITER FAMILY CLINIC,,2188787017,417 SKYLINE BLVD,CLOQUET,MN,55720,24D0403641,2025-07-08,Compliance,0,182686,,unspecified,PSC,06,community_clinic,False
BIGFORK VALLEY LABORATORY-FLOODWOOD,,2184762221,810 POPLAR STREET,FLOODWOOD,MN,55736,24D0403675,2025-04-24,Compliance,0,990,,unspecified,PSC,06,community_clinic,False
BOIS FORTE MEDICAL CLINIC LAB,,2187573650,5219 ST JOHN'S DRIVE,NETT LAKE,MN,55772,24D0403795,2025-10-23,Compliance,0,1404,,unspecified,PSC,06,community_clinic,False
"ACCESS HEALTH MARSHALL (RURAL HEALTH CARE, INC)",,5075379179,1521 CARLSON ST,MARSHALL,MN,56258,24D0405531,2025-10-30,Compliance,0,35411,,unspecified,PSC,25,rural_health_clinic,False
LAKEWOOD HEALTH SYSTEM - BROWERVILLE CLINIC,,2188948435,30535 241ST AVE,BROWERVILLE,MN,56438,24D0406174,2025-12-29,Compliance,0,4327,,unspecified,PSC,06,community_clinic,False
LAKEWOOD HEALTH SYSTEM-EAGLE BEND CLINIC,,2188948435,815 HWY 71 SOUTH,EAGLE BEND,MN,56446,24D0674215,2026-03-26,Compliance,0,2887,,unspecified,PSC,06,community_clinic,False
CCM HEALTH - CLARA CITY,,3203672871,140 NW 1ST ST,CLARA CITY,MN,56222,24D0696913,2025-03-24,Compliance,0,1456,,unspecified,PSC,25,rural_health_clinic,False
NEIGHBORHOOD HEALTH SOURCE SHERIDAN CLINIC,,6125889411,342 13TH AVE NE,MINNEAPOLIS,MN,55413,24D0915517,2025-11-20,Compliance,0,603,,unspecified,PSC,09,fqhc,False
BOIS FORTE VERMILION CLINIC,,2187532182,1613 FARM RD S,TOWER,MN,55790,24D0933577,2025-04-03,Compliance,0,2049,,unspecified,PSC,06,community_clinic,False
LAKEWOOD HEALTH SYSTEM - MOTLEY CLINIC,,2188948435,1233 HWY 10,MOTLEY,MN,56466,24D0939686,2025-11-13,Compliance,0,5403,,unspecified,PSC,06,community_clinic,False
SANFORD WORTHINGTON CLINIC,,5073723862,1680 DIAGONAL ROAD,WORTHINGTON,MN,56187,24D0947884,2025-05-22,Compliance,0,48260,,unspecified,PSC,06,community_clinic,False
NATIVE AMERICAN COMMUNITY CLINIC,,6128728086,1213 E FRANKLIN AVE,MINNEAPOLIS,MN,55404,24D1003005,2025-07-25,Compliance,2,3426,,unspecified,PSC,06,community_clinic,False
LAKEWOOD HEALTH SYSTEM - PILLAGER CLINIC,,2188948435,653 PILLSBURY ST N,PILLAGER,MN,56473,24D1018667,2026-01-22,Compliance,0,18264,,unspecified,PSC,06,community_clinic,False
SCENIC RIVERS HEALTH SERVICES - EVELETH,,2183613308,239 MCKINLEY AVENUE,EVELETH,MN,55734,24D1021726,2025-10-22,Compliance,0,5765,,unspecified,PSC,06,community_clinic,False
MEEKER MEMORIAL HOSPITAL & CLINICS - DASSEL,,3206934504,740 PARKER STREET,DASSEL,MN,55325,24D1061395,2025-09-16,Compliance,0,4017,,unspecified,PSC,25,rural_health_clinic,False
HENNEPIN HEALTHCARE COMMUNITY LABORATORIES,,6128733019,2714 COUNTY RD 88,ST ANTHONY,MN,55418,24D2016501,2026-01-23,Compliance,7,100,,unspecified,PSC,06,community_clinic,False
LOWER SIOUX HEALTH CARE CENTER,,5076978955,39648 RESERVATION HIGHWAY 3,MORTON,MN,56270,24D2108574,2026-01-15,Compliance,0,12010,,unspecified,PSC,09,fqhc,False
MAYO CLINIC METHODIST CAMPUS PPM OB PRACTICE,,5072935010,200 FIRST STREET SW,ROCHESTER,MN,55905,24D2333895,2025-11-13,Accreditation,0,0,,unspecified,PSC,03,ancillary_test_site,False
PONTOTOC HLTH SRVCS DBA NEW ALBANY MEDICAL CLINIC,,6625345036,400 DOCTORS DR,NEW ALBANY,MS,38652,25D0316467,2025-07-22,Compliance,0,14405,,unspecified,PSC,25,rural_health_clinic,False
NORTH MISSISSIPPI MED CTR DBA CHILDREN'S CLINIC,,6623777337,199 GRANDSTAND PLACE,TUPELO,MS,38804,25D0316911,2025-07-17,Compliance,0,26055,,unspecified,PSC,25,rural_health_clinic,False
MANTACHIE RURAL HEALTH CARE INC,,6622824226,5681 HWY 363,MANTACHIE,MS,38855,25D0317142,2025-11-20,Compliance,0,10500,,unspecified,PSC,09,fqhc,False
MCCOMB CHILDREN'S CLINIC LABORATORY,,6016847623,309 LLEWELLYN,MCCOMB,MS,39648,25D0320050,2025-09-03,Compliance,0,5429,,unspecified,PSC,06,community_clinic,False
HATTIESBURG CLINIC - OB-GYN LAB,,6012686000,421 SOUTH 28TH AVENUE,HATTIESBURG,MS,39401,25D0662435,2025-02-13,Compliance,0,44318,,unspecified,PSC,06,community_clinic,False
HATTIESBURG CLINIC PULMONARY LAB,,6012685650,415 SOUTH 28TH AVENUE,HATTIESBURG,MS,39401,25D0662436,2025-04-30,Compliance,0,1065,,unspecified,PSC,03,ancillary_test_site,False
NMMCI DBA BARNES CROSSING FAMILY MEDICAL CLINIC,,6623777933,903 MISSISSIPPI DRIVE,TUPELO,MS,38804,25D0665723,2025-02-13,Compliance,0,118771,,unspecified,PSC,06,community_clinic,False
FAMILY MEDICAL GROUP,,6013848202,595 MAIN STREET,MEADVILLE,MS,39653,25D0879806,2025-11-18,Compliance,0,15300,,unspecified,PSC,25,rural_health_clinic,False
SUNFLOWER RURAL HEALTH CLINIC,,6627564024,840 NORTH OAK AVE,RULEVILLE,MS,38771,25D0880658,2025-07-09,Compliance,0,203183,,unspecified,PSC,25,rural_health_clinic,False
MRHC EXPRESS CARE,,6622861499,3704 US-72 HWY W,CORINTH,MS,38834,25D0890661,2025-11-19,Compliance,0,7077,,unspecified,PSC,25,rural_health_clinic,False
URGENT CARE CLINIC OF OXFORD,,6622341090,1487 BELK BLVD,OXFORD,MS,38655,25D0898810,2025-06-10,Compliance,0,15562,,unspecified,PSC,06,community_clinic,False
"WEBSTER HEALTH SERVICES, INC DBA CALHOUN COUNTY",,6626281337,595 E VETERANS DR,CALHOUN CITY,MS,38916,25D1016514,2025-09-24,Compliance,0,4682,,unspecified,PSC,25,rural_health_clinic,False
BAPTIST MEDICAL CLINIC WALNUT GROVE,,6012530173,110 PARK STREET,WALNUT GROVE,MS,39189,25D1064543,2025-05-15,Compliance,0,2718,,unspecified,PSC,25,rural_health_clinic,False
YALOBUSHA GENERAL HOSPITAL ODOM LOCATION,,6624735267,604 S MAIN ST,WATER VALLEY,MS,38965,25D2002570,2025-08-14,Compliance,0,67093,,unspecified,PSC,25,rural_health_clinic,False
WEBSTER HEALTH SERVICES DBA,,6622589260,70 MEDICAL PLAZA,EUPORA,MS,39744,25D2074789,2026-01-13,Compliance,0,749,,unspecified,PSC,25,rural_health_clinic,False
WEBSTER HEALTH SERV DBA KILMICHAEL FAM MED CLINIC,,6622625577,301 LAMAR STREET,KILMICHAEL,MS,39747,25D2108368,2025-09-09,Compliance,0,7756,,unspecified,PSC,25,rural_health_clinic,False
OSCEOLA FAMILY MEDICAL CENTER,,4176465075,855 ARDUSER DRIVE,OSCEOLA,MO,64776,26D0445440,2025-08-26,Compliance,0,5722,,unspecified,PSC,25,rural_health_clinic,False
FREEMAN HEALTH SYSTEM EAST CAMPUS,,4173473494,932 EAST 34TH ST,JOPLIN,MO,64804,26D0445646,2025-05-13,Compliance,0,669,,unspecified,PSC,03,ancillary_test_site,False
CENTRAL OZARKS MEDICAL CENTER,,5737219029,304 W WASHINGTON AVE,RICHLAND,MO,65556,26D0446983,2025-01-02,Compliance,0,30120,,unspecified,PSC,09,fqhc,False
BUTTERFIELD PARK MEDICAL CENTER,,4173267676,1300 N OAKLAND,BOLIVAR,MO,65613,26D0447115,2025-09-03,Compliance,0,15683,,unspecified,PSC,25,rural_health_clinic,False
STOCKTON FAMILY CARE CENTER,,4172765131,1521 SOUTH 3RD STREET,STOCKTON,MO,65785,26D0447515,2025-07-01,Compliance,0,16462,,unspecified,PSC,25,rural_health_clinic,False
FERRELL DUNCAN CLINIC,,4178753147,1001 E PRIMROSE,SPRINGFIELD,MO,65807,26D0447998,2025-04-01,Compliance,0,1058572,,unspecified,PSC,03,ancillary_test_site,False
SAMC LABORATORY SERVICES ONCOLOGY SINDELAR,,3145254152,10050 KENNERLY ROAD,SAINT LOUIS,MO,63128,26D0664296,2025-08-13,Compliance,0,30000,,unspecified,PSC,03,ancillary_test_site,False
HUMANSVILLE FAMILY MEDICAL CENTER,,4177542223,201 S ARTHUR,HUMANSVILLE,MO,65674,26D0675153,2025-07-15,Compliance,0,5183,,unspecified,PSC,25,rural_health_clinic,False
WASHINGTON UNIVERSITY SCHOOL OF MEDICINE PFT LAB,,3147473002,4921 PARKVIEW PLACE CAM SUITE 8D PFT,SAINT LOUIS,MO,63110,26D0708444,2025-11-13,Compliance,0,7000,,unspecified,PSC,03,ancillary_test_site,False
DADE COUNTY FAMILY MEDICAL CENTER,,4176375133,"105 N GRAND, SUITE 2",GREENFIELD,MO,65661,26D0876194,2025-01-21,Compliance,0,5030,,unspecified,PSC,25,rural_health_clinic,False
ASH GROVE FAMILY MEDICAL CENTER,,4177512100,500 N MEDICAL DRIVE,ASH GROVE,MO,65604,26D0883241,2025-07-22,Compliance,0,4335,,unspecified,PSC,25,rural_health_clinic,False
DALLAS COUNTY FAMILY MEDICAL CENTER,,4173456100,201 SOUTH ASH STREET,BUFFALO,MO,65622,26D0906644,2026-01-14,Compliance,0,24149,,unspecified,PSC,25,rural_health_clinic,False
PLEASANT HOPE FAMILY MEDICAL CENTER,,4177616655,209 S MAIN,PLEASANT HOPE,MO,65725,26D0979022,2025-07-29,Compliance,0,7230,,unspecified,PSC,25,rural_health_clinic,False
CMH OB/GYN AND PEDIATRIC CLINIC,,4177772121,1195 N OAKLAND AVE,BOLIVAR,MO,65613,26D1002001,2025-10-08,Compliance,0,1020,,unspecified,PSC,25,rural_health_clinic,False
JORDAN VALLEY COMMUNITY HEALTH CENTER,,4178310150,440 E TAMPA,SPRINGFIELD,MO,65806,26D1013631,2025-04-02,Compliance,0,156790,,unspecified,PSC,09,fqhc,False
SITEMAN CANCER CENTER LABORATORY,,6369169976,150 ENTRANCE WAY,ST PETERS,MO,63376,26D1035285,2025-01-21,Compliance,0,120000,,unspecified,PSC,03,ancillary_test_site,False
UNIV OF MO HEALTH CARE DERMATOLOGY & SKIN,,5738840123,4230 PHILIPS FARM ROAD,COLUMBIA,MO,65201,26D1040584,2025-01-14,Compliance,0,13800,,unspecified,PSC,03,ancillary_test_site,False
CMH WALK IN CLINIC,,4177774800,2230 S SPRINGFIELD AVE STE H-J,BOLIVAR,MO,65613,26D1106464,2025-07-22,Compliance,0,11478,,unspecified,PSC,25,rural_health_clinic,False
CMH BOLIVAR FAMILY CARE CENTER,,4173266021,1240 NORTH BUTTERFIELD ROAD,BOLIVAR,MO,65613,26D2000908,2025-07-29,Compliance,0,49114,,unspecified,PSC,25,rural_health_clinic,False
MIZZOU URGENT CARE- MEXICO,,5735811812,3626 SOUTH CLARK STREET SUITE C,MEXICO,MO,65265,26D2012555,2025-05-21,Compliance,0,1433,,unspecified,PSC,03,ancillary_test_site,False
SOUTHSIDE MEDICAL CENTER,,4173267814,1120 S SPRINGFIELD AVE,BOLIVAR,MO,65613,26D2031008,2025-07-15,Compliance,0,5635,,unspecified,PSC,25,rural_health_clinic,False
OZARKS COMMUNITY HEALTH CENTER - URBANA,,4179931002,406 S DALLAS ST,URBANA,MO,65767,26D2106475,2026-01-14,Compliance,0,9356,,unspecified,PSC,09,fqhc,False
EL DORADO SPRINGS MEDICAL CENTER,,4178762118,322 E HOSPITAL ROAD,ELDORADO SPRINGS,MO,64744,26D2123372,2025-07-01,Compliance,0,12157,,unspecified,PSC,25,rural_health_clinic,False
MISSOURI HIGHLANDS CLINICAL LAB,,5736632313,225 PHYSICIANS PARK DRIVE SUITE 104,POPLAR BLUFF,MO,63901,26D2140890,2025-11-04,Compliance,0,120000,,unspecified,PSC,09,fqhc,False
MIZZOU URGENT CARE,,5738821662,3916 S PROVIDENCE RD,COLUMBIA,MO,65201,26D2161765,2025-09-17,Compliance,0,22000,,unspecified,PSC,03,ancillary_test_site,False
MISSOURI HIGHLANDS URGENT CARE LAB,,5733510132,109 PLUM STREET,DONIPHAN,MO,63935,26D2170104,2025-11-05,Compliance,0,167765,,unspecified,PSC,09,fqhc,False
CMH WILLARD MEDICAL CENTER,,4177616655,502 S MILLER RD,WILLARD,MO,65781,26D2243424,2025-10-01,Compliance,0,5645,,unspecified,PSC,25,rural_health_clinic,False
WASHINGTON UNIVERSITY SCHOOL OF MEDICINE-,,3147473002,10 BARNES WEST MOB#2,CREVE COEUR,MO,63141,26D2271954,2025-04-15,Compliance,0,1800,,unspecified,PSC,03,ancillary_test_site,False
JACKSON ROAD MEDICAL BUILDING,,6608823421,516 JACKSON ROAD,BOONVILLE,MO,65233,26D2275848,2025-09-16,Compliance,0,7650,,unspecified,PSC,03,ancillary_test_site,False
