name,domain,phone,address,city,state,zip,clia_number,certified_at,certificate_type,site_count,test_volume,classification_codes,segments,lab_type,cms_facility_type_code,cms_facility_type_name,russian_candidate
RSB DERMATOLOGY INC,,9544213200,1500 E HILLSBORO BLVD STE 204,DEERFIELD BEACH,FL,33441,10D0972210,2025-08-20,Compliance,0,2500,,unspecified,POL,21,physician_office,False
ORLANDO HEALTH MEDICAL GROUP INC,,3527286808,511 MEDICAL PLAZA DR STE 101,LEESBURG,FL,34748,10D0975936,2026-03-18,Compliance,0,400,,unspecified,POL,21,physician_office,False
BENJAMIN TRIPP MD PA,,5614998048,5130 LINTON BLVD STE C1,DELRAY BEACH,FL,33484,10D0977837,2025-03-11,Compliance,0,14200,,unspecified,POL,21,physician_office,False
SALTZMAN TANIS PITTELL LEVIN & JACOBSON INC D/B/A,,9549657754,1015 N STATE RD 7 SUITE D,ROYAL PALM BEACH,FL,33411,10D0978877,2025-08-29,Compliance,0,5450,,unspecified,POL,21,physician_office,False
LATITUDE DERMATOLOGY GROUP,,3057517771,6301 BISCAYNE BLVD STE 200,MIAMI,FL,33138,10D0985203,2025-02-07,Compliance,0,350,,unspecified,POL,21,physician_office,False
PEDIATRIC HEALTH OF WESTON PA,,9546590333,2233 N COMMERCE PKWY STE 2,WESTON,FL,33326,10D0985482,2025-01-23,Compliance,0,1900,,unspecified,POL,21,physician_office,False
ASSOCIATES IN DERMATOLOGY INC,,4078467546,2205 N BLVD WEST,DAVENPORT,FL,33837,10D0985646,2025-04-25,Compliance,0,1250,,unspecified,POL,21,physician_office,False
MELBOURNE DERMATOLOGY CENTER,,3217249650,333 E SHERIDAN RD,MELBOURNE,FL,32901,10D0985648,2025-06-09,Compliance,0,2500,,unspecified,POL,21,physician_office,False
OVIEDO DERMPATH PLLC,,4075420100,143 MISSION ROAD,OVIEDO,FL,32765,10D0988042,2025-06-30,Compliance,0,13056,,unspecified,POL,21,physician_office,False
DERMATOLOGY ASSOCIATES OF THE PALM BEACHES PLLC,,5616226976,10335 N MILITARY TRL STE A,PALM BEACH GARDENS,FL,33410,10D0988456,2025-08-08,Compliance,0,340,,unspecified,POL,21,physician_office,False
SKIN CARE PHYSICIANS LLC D/B/A BOYNTON BEACH SKIN,,5617528000,7740 BOYNTON BEACH BLVD,BOYNTON BEACH,FL,33437,10D0990495,2025-08-29,Compliance,0,3349,,unspecified,POL,21,physician_office,False
GINA SEVIGNY MD PA,,3866151771,305 CLYDE MORRIS BLVD STE 150,ORMOND BEACH,FL,32174,10D0990698,2025-03-20,Compliance,0,421,,unspecified,POL,21,physician_office,False
SOUTHEASTERN DERMATOLOGY INC,,8504223376,2040 FLEISCHMANN RD,TALLAHASSEE,FL,32308,10D0992605,2025-09-30,Compliance,0,2687,,unspecified,POL,21,physician_office,False
"BAYCARE MEDICAL GROUP, INC",,7273157446,620 10TH STREET NORTH 3A,SAINT PETERSBURG,FL,33705,10D0994171,2025-09-16,Compliance,0,1541,,unspecified,POL,21,physician_office,False
SUNNYCOAST DERMATOLOGY INC,,7722994000,3900 20TH STREET,VERO BEACH,FL,32960,10D0995867,2025-10-01,Compliance,0,488,,unspecified,POL,21,physician_office,False
JOHN R HAMILL JR PA D/B/A,,7278628561,34918 US HWY 19 N,PALM HARBOR,FL,34684,10D0998102,2025-12-02,Compliance,0,100,,unspecified,POL,21,physician_office,False
NORTH COUNTY DERMATOLOGY CLINIC PA,,8638533331,6500 N SOCRUM LOOP RD STE 100,LAKELAND,FL,33809,10D1006481,2025-07-23,Compliance,0,6220,,unspecified,POL,21,physician_office,False
ATLANTIS URGENT CARE,,3217772273,2254 HWY A1A,INDIAN HARBOUR BEACH,FL,32937,10D1006512,2025-06-30,Compliance,0,90000,,unspecified,POL,21,physician_office,False
BAY DERMATOLOGY AND COSMETIC SURGERY PA,,7273636688,7500 GULF BLVD STE B,ST PETE BEACH,FL,33706,10D1007259,2025-05-22,Compliance,0,1220,,unspecified,POL,21,physician_office,False
BAY DERMATOLOGY & COSMETIC SURGERY PA,,8132645447,1009 DALE MABRY HWY,LUTZ,FL,33548,10D1007261,2025-07-14,Compliance,0,173,,unspecified,POL,21,physician_office,False
BAY DERMATOLOGY & COSMETIC SURGERY PA,,3526885544,1130 COMMERCIAL WAY,SPRING HILL,FL,34606,10D1007262,2025-10-09,Compliance,0,30423,,unspecified,POL,21,physician_office,False
ADVANCED DERMATOLOGY AND COSMETIC SURGERY,,4072843407,5060 COMMERCIAL WAY,SPRING HILL,FL,34606,10D1009746,2025-10-09,Compliance,0,780,,unspecified,POL,21,physician_office,False
LEAVITT MEDICAL ASSOCIATES OF FLORIDA INC D/B/A,,4072843407,8250 BRYAN DAIRY RD STE 250,LARGO,FL,33777,10D1010043,2025-10-15,Compliance,0,1040,,unspecified,POL,21,physician_office,False
IVF LABORATORY OF CENTRAL FLORIDA LLC,,4076721106,5971 BRICK COURT SUITE 1001,WINTER PARK,FL,32792,10D1011556,2025-01-21,Compliance,0,1000,,unspecified,POL,21,physician_office,False
FRANCIS A CABAN MD PA D/B/A CABAN SKIN INSTITUTE,,8138797546,4164 N ARMENIA AVENUE,TAMPA,FL,33607,10D1011557,2025-06-03,Compliance,0,128,,unspecified,POL,21,physician_office,False
SCOTT BEALS DO PA,,8508977546,4566 HWY 20 E STE 101,NICEVILLE,FL,32578,10D1011968,2025-05-06,Compliance,0,570,,unspecified,POL,21,physician_office,False
BRIAN G FABIAN MD PA,,2399490742,26800 S TAMIAMI TRL STE 390,BONITA SPRINGS,FL,34134,10D1013827,2025-05-13,Compliance,0,800,,unspecified,POL,21,physician_office,False
"AUC UROLOGISTS, LLC",,8433908521,3600 SEA MOUNTAIN HWY,LITTLE RIVER,SC,29566,10D1014741,2025-08-20,Compliance,0,206000,,unspecified,POL,21,physician_office,False
HOLLY WARD MD INC,,8506513376,11 10TH AVE,SHALIMAR,FL,32579,10D1015775,2025-08-26,Compliance,0,350,,unspecified,POL,21,physician_office,False
WATSON CLINIC LLP,,8636807475,1033 N PARKWAY FRONTAGE ROAD,LAKELAND,FL,33803,10D1016243,2025-05-15,Compliance,0,10,,unspecified,POL,21,physician_office,False
FLORES DERMATOLOGY LLC,,3056688201,6705 SW 57TH AVE STE 400,CORAL GABLES,FL,33143,10D1017116,2025-07-17,Compliance,0,500,,unspecified,POL,21,physician_office,False
ADVANCED DERMATOLOGY AND COSMETIC SURGERY,,4072843407,1617 TAMIAMI TRL,PORT CHARLOTTE,FL,33948,10D1017753,2025-11-04,Compliance,0,780,,unspecified,POL,21,physician_office,False
"ADVANCED UROLOGY ASSOCIATES OF FLORIDA, PA",,7725627220,1986 35TH AVE,VERO BEACH,FL,32960,10D1018117,2025-12-03,Compliance,0,6044,,unspecified,POL,21,physician_office,False
SOUTH FLORIDA CENTER FOR GYNECOLOGIC ONCOLOGY,,5619978991,6200 N FEDERAL HWY,BOCA RATON,FL,33487,10D1019011,2025-10-10,Compliance,0,1600,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA,,5617212400,600 VILLAGE SQUARE CROSSING 201 & 101,PALM BEACH GARDENS,FL,33410,10D1021746,2025-12-05,Compliance,0,111990,,unspecified,POL,21,physician_office,False
SUNCOAST SKIN SOLUTIONS INC,,8133211786,3200 S 3RD STREET SUITE 200,JACKSONVILLE BEACH,FL,32250,10D1021947,2025-03-28,Compliance,0,650,,unspecified,POL,21,physician_office,False
CENTER FOR AESTHETIC PLASTIC SURGERY,,3527963334,17222 HOSPITAL BLVD STE 346,BROOKSVILLE,FL,34601,10D1024609,2025-12-08,Compliance,0,6800,,unspecified,POL,21,physician_office,False
LEON MEDICAL CENTERS LLC,,3053704344,11501 SW 40TH STREET,MIAMI,FL,33165,10D1025485,2026-02-26,Compliance,0,11980,,unspecified,POL,21,physician_office,False
"WOODRUFF INSTITUTE LLC,THE",,2395969337,2235 VENETIAN CT STE 1,NAPLES,FL,34109,10D1027665,2026-03-16,Compliance,0,500,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES,,9549657754,1850 SW FOUNTAINVIEW BLVD STE 105,PORT SAINT LUCIE,FL,34986,10D1027724,2025-02-21,Compliance,0,5950,,unspecified,POL,21,physician_office,False
PARK AVENUE DERMATOLOGY PA,,9045410315,906 PARK AVE,ORANGE PARK,FL,32073,10D1029474,2026-01-27,Compliance,0,3050,,unspecified,POL,21,physician_office,False
IVF FLORIDA REPRODUCTIVE ASSOCIATES,,9542476235,126 ARAGON AVE STE 126,CORAL GABLES,FL,33134,10D1029616,2025-02-17,Compliance,0,700,,unspecified,POL,21,physician_office,False
EAST LAKE PEDIATRICS,,7273726760,4156 WOODLANDS PKWY STE B,PALM HARBOR,FL,34685,10D1030051,2025-11-12,Compliance,0,476,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA DBA,,2393132520,13361 SADDLE RD SUITE 103,FORT MYERS,FL,33913,10D1030727,2025-06-10,Compliance,0,166441,,unspecified,POL,21,physician_office,False
ATHENEA DERMATOLOGY GROUP,,3056425500,"351 NW 42ND AVE, STE 502",MIAMI,FL,33126,10D1033124,2025-10-30,Compliance,0,900,,unspecified,POL,21,physician_office,False
SHANDS JACKSONVILLE MEDICAL CENTER INC DBA,,9044271050,7751 BAY MEADOWS RD EAST STE 205,JACKSONVILLE,FL,32256,10D1033336,2025-09-18,Compliance,0,3500,,unspecified,POL,21,physician_office,False
BAY DERMATOLOGY AND COSMETIC SURGERY PA,,7275858591,34941 US HWY 19 N,PALM HARBOR,FL,34684,10D1033712,2025-06-26,Compliance,0,185,,unspecified,POL,21,physician_office,False
FLORES DERMATOLOGY LLC,,3054343104,103400 OVERSEAS HWY SUITE 237,KEY LARGO,FL,33037,10D1036227,2025-12-17,Compliance,0,70,,unspecified,POL,21,physician_office,False
ACADEMIC ALLIANCE IN DERMATOLOGY INC,,8138829986,4238 WEST KENNEDY BLVD,TAMPA,FL,33609,10D1037280,2025-05-01,Compliance,0,420,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA,,5616949493,3400 FOREST HILL BLVD,WEST PALM BEACH,FL,33406,10D1038179,2025-03-13,Compliance,0,800,,unspecified,POL,21,physician_office,False
ADVENTHEALTH BOND CLINIC,,8632931191,325 1ST STREET NORTH,WINTER HAVEN,FL,33881,10D1039920,2025-03-04,Compliance,0,8695,,unspecified,POL,21,physician_office,False
BREVARD SKIN AND CANCER CENTER,,3216367780,8059 SPYGLASS HILL RD STE 103,VIERA,FL,32940,10D1041376,2025-07-10,Compliance,0,1370,,unspecified,POL,21,physician_office,False
WILLIAM I ROTH MD PA,,5617314900,10075 JOG RD SUITE 206,BOYNTON BEACH,FL,33437,10D1041401,2025-05-07,Compliance,0,300,,unspecified,POL,21,physician_office,False
"DERMATOLOGY GROUP OF FLORIDA, PA",,3057406181,"7800 SW 57TH AVENUE, SUITE 110",MIAMI,FL,33143,10D1041438,2025-02-28,Compliance,0,165,,unspecified,POL,21,physician_office,False
JACKSONVILLE BEACH PEDIATRIC CARE CENTER,,9042493373,274 3RD AVE S,JACKSONVILLE BEACH,FL,32250,10D1041742,2025-01-27,Compliance,0,664,,unspecified,POL,21,physician_office,False
VILLAGE DERMATOLOGY & COSMETIC SURGERY LLC,,3527516565,1950 LAUREL MANOR DR STE 224,THE VILLAGES,FL,32162,10D1041914,2025-04-01,Compliance,0,11224,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES,,9549657754,21097 NE 27TH CT STE 205,AVENTURA,FL,33180,10D1041960,2025-08-29,Compliance,0,7600,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES,,9549657754,4308 ALTON RD STE 910,MIAMI BEACH,FL,33140,10D1041961,2025-09-18,Compliance,0,3450,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES,,9549657754,4279 NW 88TH AVE,SUNRISE,FL,33351,10D1041964,2025-08-29,Compliance,0,3000,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES,,9549657754,13734 SW 56TH ST,MIAMI,FL,33175,10D1041965,2025-10-06,Compliance,0,4500,,unspecified,POL,21,physician_office,False
BRADLEY P GRANT MD PA,,3217242188,1480 S WICKHAM RD,WEST MELBOURNE,FL,32904,10D1042584,2025-06-11,Compliance,0,527,,unspecified,POL,21,physician_office,False
PEDROSO PEDIATRICS PA #2,,3056740654,4302 ALTON ROAD SUITE 450,MIAMI BEACH,FL,33140,10D1043309,2025-06-17,Compliance,0,1500,,unspecified,POL,21,physician_office,False
K WADE FOSTER MD PA,,7275489196,6020 PARK BLVD,PINELLAS PARK,FL,33781,10D1043494,2025-02-04,Compliance,0,780,,unspecified,POL,21,physician_office,False
ORLANDO GASTROENTEROLOGY PA,,4074459224,1507 S HIAWASSEE RD SUITE 105,ORLANDO,FL,32835,10D1043675,2025-08-27,Compliance,0,20000,,unspecified,POL,21,physician_office,False
BAY AREA SKIN CANCER SURGERY AND DERMATOLOGY LLC,,9417484747,702 MANATEE AVE WEST,BRADENTON,FL,34205,10D1043854,2025-06-17,Compliance,0,1100,,unspecified,POL,21,physician_office,False
FLORIDA DERMATOLOGIC SURGERY & AESTHETICS,,3524302580,11950 CR 101 SUITE 230,THE VILLAGES,FL,32162,10D1044719,2025-09-11,Compliance,0,9981,,unspecified,POL,21,physician_office,False
PEDIATRICS IN BREVARD PA,,3214359800,8057 SPYGLASS HILL RD STE 102,MELBOURNE,FL,32940,10D1045528,2025-09-30,Compliance,0,800,,unspecified,POL,21,physician_office,False
ATTICA CHANG MD PA,,5613959500,1356 NW BOCA RATON BLVD,BOCA RATON,FL,33432,10D1045760,2025-08-12,Compliance,0,1558,,unspecified,POL,21,physician_office,False
DERMATOLOGY ASSOCIATES OF PALM BEACHES PLLC,,5618195822,2605 W ATLANTIC AVE STE D-204,DELRAY BEACH,FL,33445,10D1046775,2025-08-13,Compliance,0,700,,unspecified,POL,21,physician_office,False
INTERVENTIONAL SPINE SPECIALISTS OF FLORIDA LLC,,9547081184,"7171 N UNIVERSITY DRIVE, STE 300",TAMARAC,FL,33321,10D1049257,2025-04-14,Compliance,0,300000,,unspecified,POL,21,physician_office,False
"FIRST COAST DERMATOLOGY, PA",,9047318300,4479 BAYMEADOWS RD,JACKSONVILLE,FL,32217,10D1054592,2025-11-14,Compliance,0,800,,unspecified,POL,21,physician_office,False
WATSON CLINIC LLP,,8636807475,924 A CYPRESS VILLAGE BLVD,RUSKIN,FL,33573,10D1056555,2026-02-04,Compliance,0,3422,,unspecified,POL,21,physician_office,False
ANDY R GREEN MD PA,,3059452877,1380 NE MIAMI GARDENS DR STE 270,NORTH MIAMI BEACH,FL,33179,10D1057935,2026-03-26,Compliance,0,150,,unspecified,POL,21,physician_office,False
ADVANCED DERMATOLOGIC & COSMETIC INSTITUTE,,2395983200,90 CYPRESS WAY E STE 50,NAPLES,FL,34110,10D1058098,2026-01-22,Compliance,0,455,,unspecified,POL,21,physician_office,False
JACKIE M TRIPP MD PLC,,5618196888,5130 LINTON BLVD STE C1,DELRAY BEACH,FL,33484,10D1065108,2025-03-11,Compliance,0,5900,,unspecified,POL,21,physician_office,False
FMC URGENT CARE LLC,,8139293600,2352 BRUCE B DOWNS BLVD STE 101,WESLEY CHAPEL,FL,33544,10D1066183,2025-04-24,Compliance,0,1000,,unspecified,POL,21,physician_office,False
T J GIUFFRIDA MD LLC,,3054612000,3275 PONCE DE LEON BLVD,CORAL GABLES,FL,33134,10D1066383,2026-01-15,Compliance,0,3000,,unspecified,POL,21,physician_office,False
DERMATOLOGY OF BOCA LLC,,5613628000,4601 N FEDERAL HWY,BOCA RATON,FL,33431,10D1066863,2025-04-10,Compliance,0,900,,unspecified,POL,21,physician_office,False
PORT ST JOHN DERMATOLOGY,,3217681600,4260 N US HWY 1,COCOA,FL,32927,10D1069372,2025-07-11,Compliance,0,422,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA,,5616949493,264 NW PEACOCK BLVD #201,PORT SAINT LUCIE,FL,34986,10D1070399,2025-06-30,Compliance,0,850,,unspecified,POL,21,physician_office,False
MILAM BOGART DERMATOLOGY LLC,,9413648220,7400 S TAMIAMI TRAIL,SARASOTA,FL,34231,10D1070422,2025-06-03,Compliance,0,1957,,unspecified,POL,21,physician_office,False
FLORIDA DERMATOLOGY SPECIALISTS,,7724032227,650 SE INDIAN STREET STE 4,STUART,FL,34997,10D1071340,2025-08-20,Compliance,0,700,,unspecified,POL,21,physician_office,False
UNIVERSITY OF MIAMI,,3056893075,1828 PONCE DE LEON BLVD,CORAL GABLES,FL,33134,10D1071759,2025-05-02,Compliance,0,400,,unspecified,POL,21,physician_office,False
ER QUICKCARE PL,,2394033772,13030 LIVINGSTON RD STE 3,NAPLES,FL,34105,10D1074317,2025-03-26,Compliance,0,7055,,unspecified,POL,21,physician_office,False
NORTH FLORIDA PAIN CENTER PA,,9043175069,5851 TIMUQUANA ROAD SUITE 401,JACKSONVILLE,FL,32210,10D1074678,2025-03-03,Compliance,0,6144,,unspecified,POL,21,physician_office,False
PETER A VITULLI JR DO PA DBA A CENTER FOR,,5614272000,4600 MILITARY TRAIL SUITE 107,JUPITER,FL,33458,10D1076737,2025-08-12,Compliance,0,350,,unspecified,POL,21,physician_office,False
WINTER HAVEN DERMATOLOGY PA,,8632993376,560 AVE K SE,WINTER HAVEN,FL,33880,10D1077405,2025-08-06,Compliance,0,300,,unspecified,POL,21,physician_office,False
LEON MEDICAL CENTERS LLC,,3053704344,445 EAST 25TH STREET,HIALEAH,FL,33013,10D1079030,2026-01-14,Compliance,0,14650,,unspecified,POL,21,physician_office,False
PATHOLOGY SPECIALISTS PA,,4074230573,88 WEST KALEY AVENUE,ORLANDO,FL,32806,10D1079188,2026-01-22,Compliance,0,109,,unspecified,POL,21,physician_office,False
PBD&P INC D/B/A PALM BEACH DERMATOLOGY,,5612961122,4495 MILITARY TRL STE 204,JUPITER,FL,33458,10D1079297,2026-01-21,Compliance,0,150,,unspecified,POL,21,physician_office,False
J MORGAN ODONOGHUE PA,,9419267546,1952 FIELD RD,SARASOTA,FL,34231,10D1079299,2025-09-29,Compliance,0,650,,unspecified,POL,21,physician_office,False
STATMED QUICK QUALITY CLINIC AT NORTH PINELLAS,,7277261962,31800 US HWY 19 N,PALM HARBOR,FL,34684,10D1079580,2025-10-02,Compliance,0,4800,,unspecified,POL,22,other_practitioner,False
ACADEMIC ALLIANCE IN DERMATOLOGY INC,,8138829986,2044 TRINITY OAKS BLVD STE 2130,TRINITY,FL,34655,10D1079582,2026-02-24,Compliance,0,840,,unspecified,POL,21,physician_office,False
MARK R KAISER MD PA,,7722231861,301 E OSCEOLA ST,STUART,FL,34994,10D1080856,2026-01-26,Compliance,0,550,,unspecified,POL,21,physician_office,False
SUNSET PEDIATRICS LLC,,3056611962,7300 SW 62 PLACE PH-W,SOUTH MIAMI,FL,33143,10D1081549,2025-11-19,Compliance,0,7318,,unspecified,POL,21,physician_office,False
BROWARD PLASTIC SURGERY PA,,9542029898,2818 E OAKLAND PARK BLVD,FORT LAUDERDALE,FL,33306,10D1082478,2026-02-09,Compliance,0,300,,unspecified,POL,21,physician_office,False
CRM ALABAMA LLC,,8509340614,1700 MAIN ST SUITE 700,PENSACOLA,FL,32502,10D1083985,2026-01-21,Compliance,0,125,,unspecified,POL,21,physician_office,False
SUSANA LEAL KHOURI MD PA,,3053618200,"103400 OVERSEAS HWY, SUITE 237",KEY LARGO,FL,33037,10D1085398,2025-12-18,Compliance,0,130,,unspecified,POL,21,physician_office,False
WATSON CLINIC LLP,,8636807475,6901 MEDICAL VIEW LANE,ZEPHYRHILLS,FL,33542,10D1090863,2025-09-16,Compliance,0,2830,,unspecified,POL,21,physician_office,False
SEAN ARVINDH SUKAL MD PHD PA DBA SUKAL SKIN,,5612458877,2900 N MILITARY TRL STE 100,BOCA RATON,FL,33431,10D1092420,2025-02-05,Compliance,0,4500,,unspecified,POL,21,physician_office,False
"FMC URGENT CARE, LLC",,8137150374,38021 MARKET SQ,ZEPHYRHILLS,FL,33542,10D1093563,2025-08-22,Compliance,0,2250,,unspecified,POL,21,physician_office,False
SKIN AND CANCER ASSOCIATES - WESTON II,,9543493376,17170 ROYAL PALM BLVD,WESTON,FL,33326,10D1094392,2025-02-03,Compliance,0,300,,unspecified,POL,21,physician_office,False
FEINSTEIN MEDICAL LLC,,5614984407,6140 W ATLANTIC AVE,DELRAY BEACH,FL,33484,10D1094494,2025-03-21,Compliance,0,4100,,unspecified,POL,21,physician_office,False
DIGESTIVE DISEASE SPECIALISTS OF MANATEE PL,,9417611800,4502 CORTEZ RD WEST SUITE 204,BRADENTON,FL,34210,10D1095975,2025-01-15,Compliance,0,4756,,unspecified,POL,21,physician_office,False
GEORGE S SIDHOM MD PA D/B/A BRANDON PAIN CLINIC,,8136847246,722 BOWING OAK DR,BRANDON,FL,33511,10D1096369,2025-12-24,Compliance,0,8150,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA,,2393132520,9015 US HWY 301 N,PARRISH,FL,34219,10D1097353,2025-04-28,Compliance,0,800,,unspecified,POL,21,physician_office,False
FERTILITY CENTER AND APPLIED,,2393332229,9420 FOUNTAIN MEDICAL CT UNIT 100,BONITA SPRINGS,FL,34135,10D1099554,2025-04-03,Compliance,0,80,,unspecified,POL,21,physician_office,False
FAMILY MEDICAL CENTRE,,3053981991,3470 NW 82 AVE #118,DORAL,FL,33122,10D1100352,2025-08-29,Compliance,0,3150,,unspecified,POL,21,physician_office,False
DERMATOLOGY CONSULTANTS PA,,9544317681,12600 PEMBROKE RD SUITE 310,MIRAMAR,FL,33027,10D1100590,2025-04-09,Compliance,0,550,,unspecified,POL,21,physician_office,False
DERMATOLOGY ASSOCIATES OF BAY COUNTY PA,,8508697456,1900 HARRISON AVE,PANAMA CITY,FL,32405,10D1101058,2025-05-23,Compliance,0,15000,,unspecified,POL,21,physician_office,False
VARKI CANCER CARE CENTER PA,,3055454545,3641 S MIAMI AVE SUITE 372,MIAMI,FL,33133,10D1102926,2025-05-01,Compliance,0,6000,,unspecified,POL,21,physician_office,False
ONCOLOGY AND RADIATION ASSOCIATES,,3058268606,7150 W 20TH AVE STE 214,HIALEAH,FL,33016,10D1103293,2025-06-17,Compliance,0,30000,,unspecified,POL,21,physician_office,False
SKIN AND CANCER ASSOCIATES LLP,,3059336716,"2925 NE 199 STREET, STE 205",AVENTURA,FL,33180,10D1103654,2025-07-11,Compliance,0,200,,unspecified,POL,21,physician_office,False
ADVANCED DERMATOLOGY AND COSMETIC SURGERY,,4072843407,"12525 PHILLIPS HWY STE 101 - 102,",JACKSONVILLE,FL,32256,10D1104264,2025-05-12,Compliance,0,1500,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA,,2393132520,413 DEL PRADO BLVD S STE 101,CAPE CORAL,FL,33990,10D1104949,2025-08-26,Compliance,0,550,,unspecified,POL,21,physician_office,False
LEON MEDICAL CENTERS LLC,,3053704344,7950 NW 2ND STREET,MIAMI,FL,33126,10D1106116,2025-05-13,Compliance,0,34406,,unspecified,POL,21,physician_office,False
LEON MEDICAL CENTERS LLC,,3053704344,12515 SW 88 STREET,MIAMI,FL,33186,10D1106117,2025-05-19,Compliance,0,23093,,unspecified,POL,21,physician_office,False
"AQUA DERMATOLOGY OF FLORIDA, PA",,2393132520,1108 GOODLETTE-FRANK RD N,NAPLES,FL,34102,10D1106484,2025-07-25,Compliance,0,550,,unspecified,POL,21,physician_office,False
MIAMI DERMATOLOGY AND LASER INSTITUTE,,3052796060,7800 SW 87TH AVE STE B200,MIAMI,FL,33173,10D1107185,2025-09-26,Compliance,0,200,,unspecified,POL,21,physician_office,False
FLORIDA FOOT AND ANKLE ASSOCIATES LLC,,7866623893,8200 NW 27TH ST STE 108,DORAL,FL,33122,10D1107516,2025-06-02,Compliance,0,2389,,unspecified,POL,21,physician_office,False
DERMATOLOGY ASSOCIATES OF TALLAHASSEE PA,,8508774134,1632 RIGGINS RD,TALLAHASSEE,FL,32308,10D2000005,2025-11-21,Compliance,0,1510,,unspecified,POL,21,physician_office,False
NAPLES DERMATOLOGY PA,,2392613082,4951 TAMIAMI TRL N STE 112,NAPLES,FL,34103,10D2000049,2025-06-26,Compliance,0,10285,,unspecified,POL,21,physician_office,False
MEDIQUICK URGENT CARE CENTERS INC,,3865972829,140 PINNACLES DR,PALM COAST,FL,32164,10D2002069,2025-07-29,Compliance,0,2000,,unspecified,POL,21,physician_office,False
HEART CARE CFL PLLC,,3216366914,3822 S WASHINGTON AVE,TITUSVILLE,FL,32780,10D2003635,2025-05-05,Compliance,0,125,,unspecified,POL,21,physician_office,False
SHAUNA KRANENDONK LLC D/B/A,,5618200155,224 CHIMNEY CORNER LN STE 3002,JUPITER,FL,33458,10D2004211,2025-05-06,Compliance,0,254,,unspecified,POL,21,physician_office,False
SOUTHEASTERN DERMATOLOGY GROUP PA,,8502524401,4357 LAFAYETTE ST,MARIANNA,FL,32446,10D2004604,2025-12-11,Compliance,0,500,,unspecified,POL,21,physician_office,False
MACINNIS DERMATOLOGY,,3523505230,17521 US HWY 441  STE 21,MOUNT DORA,FL,32757,10D2004968,2025-08-06,Compliance,0,495,,unspecified,POL,21,physician_office,False
Z UROLOGY,,9548400922,990 N FEDERAL HIGHWAY,POMPANO BEACH,FL,33062,10D2006088,2025-07-23,Compliance,0,1900,,unspecified,POL,21,physician_office,False
MEDICAL CENTER CLINIC UROLOGY,,8504748398,"8333 N DAVIS HWY, 1ST FLOOR",PENSACOLA,FL,32514,10D2007279,2025-01-14,Compliance,0,2924,,unspecified,POL,21,physician_office,False
MACINNIS DERMATOLOGY,,3523505230,27950 US HWY 27,LEESBURG,FL,34748,10D2018162,2025-08-04,Compliance,0,790,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA,,5616949493,7765 144TH ST #1,SEBASTIAN,FL,32958,10D2018676,2025-02-13,Compliance,0,800,,unspecified,POL,21,physician_office,False
"AQUA DERMATOLOGY OF FLORIDA, PA",,9413563766,261 9TH ST S,NAPLES,FL,34102,10D2019760,2025-01-07,Compliance,0,850,,unspecified,POL,21,physician_office,False
AQUA DERMATOLOGY OF FLORIDA PA,,5616949493,2031 PALM BEACH LAKES BLVD,WEST PALM BEACH,FL,33409,10D2019938,2025-03-13,Compliance,0,800,,unspecified,POL,21,physician_office,False
CIOCCA DERMATOLOGY PA,,3052737998,7001 SW 97TH AVE STE 101,MIAMI,FL,33173,10D2021644,2025-12-22,Compliance,0,150,,unspecified,POL,21,physician_office,False
SOUTH LAKE GASTROENTEROLOGY INC,,3522421665,201 MOHAWK RD SUITE 100,MINNEOLA,FL,34715,10D2022067,2025-05-12,Compliance,0,12000,,unspecified,POL,21,physician_office,False
SIPERSTEIN DERMATOLOGY,,5613647774,9897 HAGEN RANCH RD,BOYNTON BEACH,FL,33437,10D2022951,2025-05-07,Compliance,0,9066,,unspecified,POL,21,physician_office,False
ADVANCED DERMATOLOGY AND COSMETIC SURGERY,,4072843407,6719 GALL BLVD STE 106,ZEPHYRHILLS,FL,33542,10D2023282,2026-02-12,Compliance,0,280,,unspecified,POL,21,physician_office,False
MID FLORIDA DERMATOLOGY ASSOCIATES PA,,4077308980,7350 FUTURES DR STE 12A,ORLANDO,FL,32819,10D2024003,2025-03-25,Compliance,0,30000,,unspecified,POL,21,physician_office,False
CENTER FOR SIGHT PL,,9412634799,1370 EAST VENICE AVE SUITE 205,VENICE,FL,34285,10D2024541,2025-06-17,Compliance,0,1000,,unspecified,POL,21,physician_office,False
