name,domain,phone,address,city,state,zip,clia_number,certified_at,certificate_type,site_count,test_volume,classification_codes,segments,lab_type,cms_facility_type_code,cms_facility_type_name,russian_candidate
KEYS PATHOLOGY ASSOCIATES PA,,3059165022,11400 OVERSEAS HIGHWAY #223,MARATHON,FL,33050,10D0987784,2025-10-27,Compliance,0,4222,,unspecified,OTHER,29,other,False
NOVA SOUTHEASTERN UNIVERSITY -,,9542627382,"3200 SOUTH UNIVERSITY DRIVE - ZIFF BLDG,",FORT LAUDERDALE,FL,33328,10D0992924,2025-05-06,Compliance,0,1649,,unspecified,OTHER,26,school_student_health,False
BIOMAT USA INC,,9103534888,901 YAMATO ROAD SUITE 107,BOCA RATON,FL,33432,10D0993305,2025-09-23,Compliance,0,3500,,unspecified,OTHER,16,industrial,False
SURGICAL PATHOLOGY LABORATORIES PA-MLU #10,,7275452339,8455 66TH ST N,PINELLAS PARK,FL,33781,10D1023477,2025-10-23,Compliance,0,7773,,unspecified,OTHER,19,mobile_lab,False
UNIVERSITY OF SOUTH FLORIDA DERMATOLOGY,,8138218932,13330 LAUREL DR 6TH FL,TAMPA,FL,33612,10D1046621,2025-08-06,Compliance,0,1424,,unspecified,OTHER,29,other,False
CENTER OF ORLANDO FOR WOMEN LLC,,4072457999,1103 LUCERNE TERRACE,ORLANDO,FL,32806,10D1066947,2025-03-17,Compliance,0,2000,,unspecified,OTHER,29,other,False
GOLISANO CHILDREN'S HEALTH CENTER,,2392545906,3361 PINE RIDGE RD,NAPLES,FL,34109,10D2021626,2025-01-14,Compliance,0,16673,,unspecified,OTHER,29,other,False
BIOCHEMICAL AND MOLECULAR GENETICS,,3052435450,1501 NW 10TH AVE BRB RM 531,MIAMI,FL,33136,10D2031737,2026-01-29,Compliance,0,1152,,unspecified,OTHER,29,other,False
CSL PLASMA INC-RIVIERA BEACH,,5618076016,80 E 30TH ST,RIVIERA BEACH,FL,33404,10D2068637,2025-08-11,Compliance,0,44291,,unspecified,OTHER,29,other,False
INTEGRATED REGIONAL LABORATORIES PATHOLOGY LLC,,9547770018,4000 BURNS ROAD,PALM BEACH GARDENS,FL,33410,10D2093505,2025-05-27,Compliance,0,330,,unspecified,OTHER,02,ambulatory_surgery_center,False
PLANNED PARENTHOOD OF FLORIDA,,8134439694,236 EAST BEARSS AVENUE,TAMPA,FL,33613,10D2133980,2025-06-30,Compliance,0,445,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,3213540608,867 GOOD HOMES ROAD,ORLANDO,FL,32818,10D2162093,2025-05-07,Compliance,0,8718,,unspecified,OTHER,29,other,False
"LAKEWOOD ASC, LLC",,3526439080,5571 E SR 44 SUITE 501,WILDWOOD,FL,34785,10D2169391,2026-02-11,Compliance,0,1100,,unspecified,OTHER,02,ambulatory_surgery_center,False
LPG UROLOGY - FORT MYERS,,2394242030,12651 WHITEHALL DRIVE,FORT MYERS,FL,33907,10D2173624,2026-01-13,Compliance,0,3010,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES L.P.,,9042483972,9312 ARLINGTON EXPY,JACKSONVILLE,FL,32225,10D2183403,2026-01-07,Compliance,0,25000,,unspecified,OTHER,29,other,False
CSL PLASMA INC,,6893482974,609 NORTH POWERS DRIVE STE 340,ORLANDO,FL,32818,10D2217448,2025-09-04,Compliance,0,39638,,unspecified,OTHER,29,other,False
CSL PLASMA INC,,7274721134,3690 EAST BAY DRIVE SUITE N,LARGO,FL,33771,10D2222281,2025-07-08,Compliance,0,26840,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,7272544427,2178 E BAY DR,LARGO,FL,33771,10D2228500,2025-10-08,Compliance,0,45420,,unspecified,OTHER,29,other,False
STATMED QUICK QUALITY CLINIC AT NORTH PINELLAS LLC,,3528773360,1714 SW 17TH STREET,OCALA,FL,34471,10D2228682,2025-09-24,Compliance,0,5700,,unspecified,OTHER,29,other,False
CVI AMBULATORY SURGERY CENTER LLC,,3523553300,6547 SW STATE RD 200,OCALA,FL,34476,10D2231440,2025-12-04,Compliance,0,12400,,unspecified,OTHER,02,ambulatory_surgery_center,False
BAY AREA HEART SURGERY CENTER,,7275441443,3600 66TH ST N,SAINT PETERSBURG,FL,33710,10D2238358,2026-01-14,Compliance,0,147,,unspecified,OTHER,02,ambulatory_surgery_center,False
UNIVERSITY OF MIAMI,,5612192420,185 BANYAN BLVD SUITE #200,WEST PALM BEACH,FL,33401,10D2259233,2025-04-14,Compliance,0,50,,unspecified,OTHER,11,hmo,False
BIOLIFE PLASMA SERVICES LP,,2393276791,6690 NORMANDY BLVD,JACKSONVILLE,FL,32205,10D2290062,2025-04-29,Compliance,0,3142,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,3866959639,1413 S NOVA RD,DAYTONA BEACH,FL,32114,10D2301594,2025-11-05,Compliance,0,43340,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,3528240536,8421 S JOHN YOUNG PKWY UNIT 100,ORLANDO,FL,32819,10D2302257,2025-01-14,Compliance,0,32705,,unspecified,OTHER,29,other,False
ADVANCED PALM BEACH ASC LLC,,5616007575,8240 SR- 7 STE 180,BOYNTON BEACH,FL,33472,10D2304881,2025-05-06,Compliance,0,300,,unspecified,OTHER,02,ambulatory_surgery_center,False
CARDIO-SOLZ ASC LLC,,3145048034,"1305 S APOLLO BLVD, SUITE 100",MELBOURNE,FL,32901,10D2315183,2025-09-15,Compliance,0,700,,unspecified,OTHER,02,ambulatory_surgery_center,False
CVC-ASC LLC,,3526335016,11674 MILTON LANE,OXFORD,FL,34484,10D2316451,2025-11-06,Compliance,0,200,,unspecified,OTHER,02,ambulatory_surgery_center,False
UNIVERSITY MEDICAL SERVICE ASSOCIATION INC,,8138218887,13330 USF LAUREL DRIVE 6TH FLOOR,TAMPA,FL,33612,10D2336464,2026-01-05,Accreditation,0,0,,unspecified,OTHER,29,other,False
FEMINIST WOMEN'S HEALTH CENTER,,4047287900,1924 CLIFF VALLEY WAY,ATLANTA,GA,30329,11D0259351,2025-02-25,Compliance,0,3000,,unspecified,OTHER,02,ambulatory_surgery_center,False
ATRIUM HEALTH NAVICENT URGENT CARE EAST,,9127499200,1339 GRAY HWY,MACON,GA,31211,11D0717935,2025-01-09,Compliance,0,5557,,unspecified,OTHER,29,other,False
GEORGIA SOUTHERN UNIVERSITY HEALTH CTR,,9124785937,984 PLANT DRIVE,STATESBORO,GA,30458,11D0723539,2025-02-28,Compliance,0,2589,,unspecified,OTHER,26,school_student_health,False
ATRIUM HEALTH NAVICENT WOMEN'S CARE FERTILITY,,4787577888,4075 ELNORA DRIVE,MACON,GA,31210,11D0970666,2026-02-18,Compliance,0,908,,unspecified,OTHER,29,other,False
XYTEX LABORATORIES INC,,7624446853,730 PEACHTREE STREET NE,ATLANTA,GA,30308,11D1040178,2025-10-31,Compliance,0,2585,,unspecified,OTHER,28,tissue_bank,False
LAKE JOY MED-STOP,,4789756805,1118 GA HIGHWAY 96,KATHLEEN,GA,31047,11D1057794,2026-03-24,Compliance,0,2184,,unspecified,OTHER,29,other,False
PRIMARY PEDIATRICS OF MCDONOUGH,,7702882285,110 A REGENCY PARK DRIVE,MCDONOUGH,GA,30253,11D1061564,2025-05-20,Compliance,0,2365,,unspecified,OTHER,29,other,False
NEWPORT INTEGRATED BEHAVIORAL HEALTHCARE INC,,4042898223,1810 MOSERI ROAD,DECATUR,GA,30032,11D1063453,2025-03-14,Compliance,0,670,,unspecified,OTHER,07,comprehensive_outpatient_rehab,False
ATLANTA SKIN CANCER SPECIALISTS PC,,4044463200,"3330 PRESTON RIDGE ROAD, SUITE 280",ALPHARETTA,GA,30005,11D1065312,2025-06-06,Compliance,0,1913,,unspecified,OTHER,29,other,False
OCMULGEE PHYSICIANS LABORATORY,,4787460097,446 POPLAR STREET,MACON,GA,31201,11D1067271,2025-11-20,Compliance,0,22500,,unspecified,OTHER,29,other,False
CLINICAL VIROLOGY RESEARCH LABORATORY (CVRL),,4047274483,"101 WOODRUFF CIRCLE, ROOM 7007",ATLANTA,GA,30322,11D1069803,2025-09-30,Compliance,0,2220,,unspecified,OTHER,29,other,False
EMORY INTEGRATED GENOMICS CORE,,4047788471,"101 WOODRUFF CIR, WMRB RM 7308",ATLANTA,GA,30322,11D1086150,2025-01-03,Compliance,0,50,,unspecified,OTHER,29,other,False
"DAVID B PHARIS, MD, PC",,7706226861,"3855 PLEASANT HILL ROAD, SUITE 200",DULUTH,GA,30096,11D2021575,2025-07-09,Compliance,0,2000,,unspecified,OTHER,19,mobile_lab,False
"PLANNED PARENTHOOD SOUTHEAST, INC",,4046889300,720 E 71ST STREET,SAVANNAH,GA,31405,11D2027914,2026-02-20,Compliance,0,491,,unspecified,OTHER,29,other,False
NGPG JEFFERSON,,7708485400,1496 WINDER HIGHWAY,JEFFERSON,GA,30549,11D2028525,2026-02-18,Compliance,0,10076,,unspecified,OTHER,19,mobile_lab,False
BIOLIFE PLASMA SERVICES LP,,6784780367,3026 CHAPEL HILL RD,DOUGLASVILLE,GA,30135,11D2083684,2025-03-12,Compliance,0,45285,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,4789710720,4035 WATSON BLVD,WARNER ROBINS,GA,31093,11D2086689,2025-09-17,Compliance,0,37120,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC - MACON",,5619123068,3353 MERCER UNIVERSITY DRIVE,MACON,GA,31204,11D2147867,2025-04-16,Compliance,0,30000,,unspecified,OTHER,29,other,False
XYTEX LABORATORIES INC,,7066716604,"740 PRINCE AVENUE, BUILDING 10",ATHENS,GA,30606,11D2157086,2025-06-24,Compliance,0,2124,,unspecified,OTHER,28,tissue_bank,False
"CSL PLASMA, INC",,7069551526,3459 PEACH ORCHARD ROAD,AUGUSTA,GA,30906,11D2165807,2025-11-21,Compliance,0,49660,,unspecified,OTHER,29,other,False
BONAIRE MED STOP,,4789756890,"520 GA HIGHWAY 247 SOUTH, SUITE 501",BONAIRE,GA,31005,11D2200388,2025-10-22,Compliance,0,21000,,unspecified,OTHER,29,other,False
"BIOLIFE PLASMA SERVICES, LP",,7702403817,"425 ERNEST W BARRETT PARKWAY, NW, SUITE 4000",KENNESAW,GA,30144,11D2219907,2025-02-05,Compliance,0,49634,,unspecified,OTHER,29,other,False
NORTHSIDE MIDTOWN OUTPATIENT SURGERY CENTER,,4045193850,1100 WEST PEACHTREE STREET SUITE 1200,ATLANTA,GA,30309,11D2221240,2025-07-10,Compliance,0,91,,unspecified,OTHER,29,other,False
WELLSTAR MCG HEALTH MOBILE LABORATORY SERVICES,,7623750814,"1120 15TH STREET, BI-2009",AUGUSTA,GA,30912,11D2284164,2025-05-16,Compliance,0,500,,unspecified,OTHER,19,mobile_lab,False
XYTEX LABORATORIES INC,,7066712738,"771 OLD NORCROSS ROAD, SUITE 130",LAWRENCEVILLE,GA,30046,11D2295892,2025-09-25,Compliance,0,998,,unspecified,OTHER,28,tissue_bank,False
CITY & COUNTY OF HONOLULU HEALTH SVC LABORATORY,,8087237889,"2226 LILIHA STREET, SUITE B1",HONOLULU,HI,96817,12D0698804,2025-12-12,Compliance,0,5462,,unspecified,OTHER,29,other,False
UNIVERSITY HEALTH SERVICES MANOA LABORATORY,,8089568965,1710 EAST WEST ROAD,HONOLULU,HI,96822,12D0704851,2026-01-08,Compliance,0,1110,,unspecified,OTHER,26,school_student_health,False
"HAWAII DERMATOLOGY CENTERS, KAHALA",,8082187889,"4747 KILAUEA AVE, STE 104",HONOLULU,HI,96816,12D2331355,2025-09-30,Accreditation,0,0,,unspecified,OTHER,29,other,False
"HAWAII DERMATOLOGY CENTERS, HAWAII KAI",,8082187889,"6700 KALANIANAOLE HWY, STE 217",HONOLULU,HI,96825,12D2331363,2025-09-30,Accreditation,0,0,,unspecified,OTHER,29,other,False
"HAWAII DERMATOLOGY CENTERS, MEDICAL ARTS",,8082187889,"407 ULUNIU ST, STE 314",KAILUA,HI,96734,12D2331365,2025-09-30,Accreditation,0,0,,unspecified,OTHER,29,other,False
BYU - IDAHO STUDENT HEALTH CENTER,,2084969344,100 SHC,REXBURG,ID,83460,13D0056537,2025-10-30,Compliance,0,10032,,unspecified,OTHER,26,school_student_health,False
IDAHO NATIONAL LABORATORY - CFA,,2085262356,CENTRAL FACILITIES AREA (CFA),IDAHO FALLS,ID,83415,13D0665090,2025-04-23,Compliance,0,7200,,unspecified,OTHER,29,other,False
SNAKE RIVER DERMATOLOGY,,2084525999,2101 N WHITLEY DR,FRUITLAND,ID,83619,13D0688492,2025-06-18,Compliance,0,850,,unspecified,OTHER,29,other,False
IDAHO NATIONAL LABORATORY - MFC,,2085337210,MATERIALS & FUELS COMPLEX (MFC),IDAHO FALLS,ID,83415,13D0711424,2025-04-23,Compliance,0,3600,,unspecified,OTHER,29,other,False
IDAHO NATIONAL LABORATORY -WCB,,2085262195,WILLOW CREEK BUILDING,IDAHO FALLS,ID,83415,13D0711426,2025-04-23,Compliance,0,7200,,unspecified,OTHER,29,other,False
ST LUKE'S CLINIC DERMATOLOGY & MOHS SURGERY,,2088147180,714 N COLLEGE RD STE B (ROME BUILDING),TWIN FALLS,ID,83301,13D2060605,2025-06-09,Compliance,0,1003,,unspecified,OTHER,29,other,False
SNAKE RIVER DERMATOLOGY,,2082864254,11211 WEST HERCULES DR,STAR,ID,83669,13D2223327,2025-04-08,Compliance,0,800,,unspecified,OTHER,29,other,False
ILLINOIS UROLOGIC HEALTH SURGEONS,,8158789219,2937 RT-178,UTICA,IL,61373,14D0431110,2025-04-17,Compliance,0,16611,,unspecified,OTHER,29,other,False
HOPE CLINIC FOR WOMEN LTD,,6184515722,1602 21ST STREET,GRANITE CITY,IL,62040,14D0433592,2025-04-04,Compliance,0,1700,,unspecified,OTHER,02,ambulatory_surgery_center,False
ILLINOIS STATE UNIVERSITY STUDENT HEALTH SERVICE,,3094383548,201 N UNIVERSITY ST,NORMAL,IL,61790,14D0669515,2025-05-01,Compliance,0,18491,,unspecified,OTHER,26,school_student_health,False
NMG DERMATOLOGY MOHS,,3126956647,"259 E ERIE ST, STE 2020",CHICAGO,IL,60611,14D0894020,2025-01-23,Compliance,0,4261,,unspecified,OTHER,29,other,False
ALDEN LAKELAND,,7737692570,820 W LAWRENCE AVE,CHICAGO,IL,60640,14D0961471,2025-02-11,Compliance,0,357,,unspecified,OTHER,27,snf_nursing,False
"SURGERY CENTER OF CENTRALIA, THE",,6185323110,1045 MARTIN LUTHER KING DRIVE,CENTRALIA,IL,62801,14D0976015,2025-08-01,Compliance,0,1000,,unspecified,OTHER,02,ambulatory_surgery_center,False
"CSL PLASMA, INC",,2174289245,1021 N WATER ST,DECATUR,IL,62523,14D1048219,2025-10-15,Compliance,0,34915,,unspecified,OTHER,29,other,False
DERMATOLOGY MOHS GLENVIEW,,8479989230,2701 PATRIOT BLVD,GLENVIEW,IL,60026,14D2003075,2025-09-09,Compliance,0,1561,,unspecified,OTHER,29,other,False
ALDEN OF ORLAND PARK,,7084036000,"16450 S 97TH AVE, 2ND FLOOR - VENT UNIT",ORLAND PARK,IL,60467,14D2129912,2025-01-31,Compliance,0,153,,unspecified,OTHER,27,snf_nursing,False
"SOUTHERN ILLINOIS UNIVERSITY, SCHOOL OF DENTAL MED",,6184747100,2800 COLLEGE AVE,ALTON,IL,62002,14D2188836,2025-07-03,Compliance,0,100,,unspecified,OTHER,26,school_student_health,False
"CSL PLASMA, INC",,2244802620,730 N GREEN BAY RD,WAUKEGAN,IL,60085,14D2248316,2025-12-04,Compliance,0,46840,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,8722986820,4610 W DIVERSEY AVENUE,CHICAGO,IL,60639,14D2261890,2026-02-18,Compliance,0,35709,,unspecified,OTHER,29,other,False
IVF-PGT LAB TINLEY PARK,,3122886420,"16345 S HARLEM AVE, STE 400",TINLEY PARK,IL,60477,14D2262329,2026-01-14,Compliance,0,5923,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,6182212125,10855 LINCOLN TRAIL,FAIRVIEW HEIGHTS,IL,62208,14D2291520,2025-01-03,Compliance,0,44953,,unspecified,OTHER,29,other,False
PATHOLOGY ASSOCIATES OF NORTHERN ILLINOIS,,8477214170,891 STONEGATE DRIVE,HIGHLAND PARK,IL,60035,14D2294056,2026-02-25,Compliance,0,4000,,unspecified,OTHER,29,other,False
CSL PLASMA INC,,3122388944,1418 W 47TH ST,CHICAGO,IL,60609,14D2298822,2025-02-26,Compliance,0,28670,,unspecified,OTHER,29,other,False
QUINCY MEDICAL GROUP BIRTH CENTER,,2172226550,3301 BROADWAY ST,QUINCY,IL,62301,14D2330113,2025-09-10,Accreditation,0,0,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,8123341405,1565 S LIBERTY DRIVES,BLOOMINGTON,IN,47403,15D0689986,2025-12-10,Compliance,0,43082,,unspecified,OTHER,29,other,False
PULMONARY BRONCHOALVEOLAR LAVAGE LABORATORY,,3172782253,980 W WALNUT ST,INDIANAPOLIS,IN,46202,15D0870125,2025-10-29,Compliance,0,456,,unspecified,OTHER,29,other,False
COMMUNITY SURGERY CENTER NORTH,,3176212000,8040 CLEARVISTA PKWY STE 150,INDIANAPOLIS,IN,46256,15D0927504,2025-01-08,Compliance,0,15788,,unspecified,OTHER,02,ambulatory_surgery_center,False
FRANCISCAN WOODLAND HEALTHCARE SURGICAL,,2198772222,8865 W 400 N SUITE 100,MICHIGAN CITY,IN,46360,15D0961961,2025-11-12,Compliance,0,217,,unspecified,OTHER,02,ambulatory_surgery_center,False
FRANCISCAN PHYSICIAN NETWORK  WEST LAFAYETTE,,7657016405,909 SAGAMORE PARKWAY WEST,WEST LAFAYETTE,IN,47906,15D1041845,2025-03-13,Compliance,0,7100,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,2192686284,312 WEST HIGHWAY 20,MICHIGAN CITY,IN,46360,15D2223596,2025-01-07,Compliance,0,40752,,unspecified,OTHER,29,other,False
IU HEALTH FT WAYNE SURGERY CENTER,,2602681000,4105 DICKE ROAD,FORT WAYNE,IN,46804,15D2230195,2025-07-21,Compliance,0,370,,unspecified,OTHER,02,ambulatory_surgery_center,False
"INDIANA ORTHOPAEDIC HOSPITAL, LLC",,3172756108,246 EAST 175TH STREET,WESTFIELD,IN,46074,15D2301070,2026-01-21,Compliance,0,433,,unspecified,OTHER,29,other,False
INDIANA FAMILY HOME HEALTH CARE CORP,,2604155593,1830 WAYNE TRACE,FORT WAYNE,IN,46803,15D2336060,2025-12-23,Accreditation,0,0,,unspecified,OTHER,12,home_health,False
THIELEN STUDENT HEALTH CENTER,,5152947964,2647 UNION DRIVE,AMES,IA,50011,16D0038163,2025-08-12,Compliance,0,24074,,unspecified,OTHER,26,school_student_health,False
"IOWA DIGESTIVE DISEASE CENTER, PC",,5152886097,"1378 NW 124TH STREET, SUITE 200",CLIVE,IA,50325,16D0383582,2025-07-08,Compliance,0,20528,,unspecified,OTHER,02,ambulatory_surgery_center,False
SURGERY CENTER OF DES MOINES-WEST,,5152241984,"5901 WESTOWN PARKWAY, SUITE 100",WEST DES MOINES,IA,50266,16D0383826,2025-02-26,Compliance,0,12,,unspecified,OTHER,02,ambulatory_surgery_center,False
SURGICAL ORAL PATHOLOGY,,3193844433,S387 DSB 801 NEWTON ROAD,IOWA CITY,IA,52242,16D0648105,2025-04-23,Compliance,0,2500,,unspecified,OTHER,29,other,False
VAN BUREN COUNTY HOSPITAL,,3192933171,304 FRANKLIN STREET,KEOSAUQUA,IA,52565,16D0648144,2025-10-30,Compliance,0,19776,,unspecified,OTHER,13,hospice,False
"UNIVERSITY OF IOWA STUDENT HEALTH, THE",,3193358395,"4189 WESTLAWN, 3209C-2, 200 NEWTON ROAD",IOWA CITY,IA,52242,16D0663621,2025-03-04,Compliance,0,11999,,unspecified,OTHER,26,school_student_health,False
SCOTT COUNTY HEALTH DEPARTMENT,,5633268618,600 WEST 4TH STREET,DAVENPORT,IA,52801,16D0869868,2025-10-30,Compliance,0,1000,,unspecified,OTHER,29,other,False
LAKEVIEW SURGERY CENTER,,5154235985,1750 60TH ST,WEST DES MOINES,IA,50266,16D0987720,2025-01-22,Compliance,0,52,,unspecified,OTHER,02,ambulatory_surgery_center,False
IOWA CITY AMBULATORY SURGICAL CENTER,,3192481500,2963 NORTHGATE DRIVE,IOWA CITY,IA,52245,16D2051794,2025-01-24,Compliance,0,80,,unspecified,OTHER,02,ambulatory_surgery_center,False
BIOLIFE PLASMA SERVICES LP,,6419642288,725 SE ORALABOR ROAD,ANKENY,IA,50021,16D2094210,2025-02-11,Compliance,0,49999,,unspecified,OTHER,29,other,False
"BIOLIFE PLASMA SERVICES, LP",,5153483093,3333 SE 14TH STREET STE 125,DES MOINES,IA,50320,16D2256554,2025-12-30,Compliance,0,35000,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,5632143002,5250 ELMORE AVE,DAVENPORT,IA,52807,16D2275113,2025-01-22,Compliance,0,35000,,unspecified,OTHER,29,other,False
"WAUKEE SURGERY CENTER, LLC",,5158758000,"1025 SE TALLGRASS LN, STE 110",WAUKEE,IA,50263,16D2298665,2026-01-20,Compliance,0,350,,unspecified,OTHER,02,ambulatory_surgery_center,False
COMPREHENSIVE HEALTH OF PLANNED PARENTHOOD,,6208228064,2312 S TUCKER TERRACE,PITTSBURG,KS,66762,17D0936738,2025-02-06,Accreditation,0,0,,unspecified,OTHER,29,other,False
TUKHS DERMATOLOGY - MEDICAL PAVILION,,9135881904,2010 OLATHE BLVD POD 4C,KANSAS CITY,KS,66160,17D1057124,2025-11-06,Compliance,0,880,,unspecified,OTHER,29,other,False
"MANHATTAN SPECIALISTS CENTER, LLC",,7857893835,202 RESEARCH DRIVE,MANHATTAN,KS,66503,17D2134301,2026-01-27,Compliance,0,180,,unspecified,OTHER,02,ambulatory_surgery_center,False
WESTERN PATHOLOGY SERVICES PA,,6202724583,1610 E JOHNSON ST,GARDEN CITY,KS,67846,17D2213474,2025-06-04,Compliance,0,215,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,7859404150,2935 SW TOPEKA BOULEVARD,TOPEKA,KS,66611,17D2227798,2025-10-29,Compliance,0,46898,,unspecified,OTHER,29,other,False
"KANSAS CITY VASCULAR INSTITUTE, LLC",,9135298600,5320 COLLEGE BLVD,LEAWOOD,KS,66211,17D2229578,2026-03-04,Compliance,0,1100,,unspecified,OTHER,29,other,False
"EUROFINS VIRACOR BIOPHARMA SERVICES, LLC",,9134086055,8035 QUIVIRA ROAD,LENEXA,KS,66214,17D2332778,2026-03-03,Compliance,0,3030,,unspecified,OTHER,29,other,False
"UNIVERSITY OF KENTUCKY, ORAL & MAXILLOFACIAL",,8593236335,"770 ROSE STREET, MN 530",LEXINGTON,KY,40536,18D0648525,2025-09-23,Compliance,0,5500,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,5025841121,1407 WEST JEFFERSON STREET,LOUISVILLE,KY,40203,18D0672152,2026-02-05,Compliance,0,45652,,unspecified,OTHER,29,other,False
HOME OF THE INNOCENTS,,5025961151,1100 EAST MARKET STREET,LOUISVILLE,KY,40206,18D0966965,2025-03-25,Compliance,0,300,,unspecified,OTHER,27,snf_nursing,False
OHIO FERTILITY PROVIDERS,,5133224201,"6900 HOUSTON ROAD, BLDG 600, SUITE 16",FLORENCE,KY,41042,18D2111539,2025-01-14,Compliance,0,400,,unspecified,OTHER,29,other,False
UK HEALTHCARE HOSPITAL LABORATORIES,,8593232879,2115 HARRODSBURG RD,LEXINGTON,KY,40504,18D2162480,2025-04-16,Compliance,0,50,,unspecified,OTHER,02,ambulatory_surgery_center,False
"P & C LABS, LLC",,8592789513,"3000 BAPTIST HEALTH BLVD, SUITE 110",LEXINGTON,KY,40509,18D2163889,2025-04-15,Compliance,0,2264,,unspecified,OTHER,02,ambulatory_surgery_center,False
"ALTERI, LLC",,8592774922,"190 WEST LOWRY LANE, SUITE 200",LEXINGTON,KY,40503,18D2182603,2025-08-01,Compliance,0,30000,,unspecified,OTHER,29,other,False
ROARING BROOK RECOVERY,,8666788123,600 PERIMETER DR STE 125 & SUITE 250,LEXINGTON,KY,40517,18D2188156,2025-02-26,Compliance,0,22000,,unspecified,OTHER,07,comprehensive_outpatient_rehab,False
EDGEWOOD CARDIAC CATH LAB HEART & VASCULAR,,8593012593,711 MEDICAL VILLAGE DR,EDGEWOOD,KY,41017,18D2239869,2025-02-13,Compliance,0,184,,unspecified,OTHER,29,other,False
REPRODUCTIVE RESOURCES INC,,5044547973,"3941 HOUMA BOULEVARD,  SUITE 2 C",METAIRIE,LA,70006,19D0705675,2025-10-14,Compliance,0,48,,unspecified,OTHER,28,tissue_bank,False
NORTHLAKE PATHOLOGY LLC,,9855429962,16061 DOCTORS BLVD,HAMMOND,LA,70403,19D2016578,2025-10-22,Compliance,0,24211,,unspecified,OTHER,29,other,False
BATON ROUGE CLINIC WALK-IN CLINIC,,3188070525,920 OLIVER ROAD,MONROE,LA,71201,19D2034787,2025-12-22,Compliance,0,13554,,unspecified,OTHER,29,other,False
PATHOLOGY GROUP OF LOUISIANA - METAIRIE OFFICE,,2257664999,3525 N CAUSEWAY BLVD STE 804,METAIRIE,LA,70002,19D2092152,2025-02-11,Compliance,0,10000,,unspecified,OTHER,29,other,False
PATHOLOGY GROUP OF LA CRESCENT CITY SURGICAL CENTR,,2257664999,3017 GALLERIA DRIVE,METAIRIE,LA,70001,19D2092714,2025-09-19,Compliance,0,125,,unspecified,OTHER,02,ambulatory_surgery_center,False
"CSL PLASMA, INC",,5047041374,1050 WESTBANK EXPRESSWAY,WESTWEGO,LA,70094,19D2105499,2026-01-15,Compliance,0,40988,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,5047041371,2532 WILLIAMS BLVD,KENNER,LA,70062,19D2105502,2026-01-14,Compliance,0,47615,,unspecified,OTHER,29,other,False
LOUISIANA ORGAN PROCUREMENT AGENCY,,8005214483,68190 HIGHWAY 190 SERVICE ROAD,COVINGTON,LA,70433,19D2158638,2025-03-31,Compliance,0,4917,,unspecified,OTHER,29,other,False
CENTER OF HEALTH/OUT-PATIENT SURGERY CENTER,,2252371554,"9001 SUMMA AVE, SUITE 140",BATON ROUGE,LA,70809,19D2198833,2025-03-12,Compliance,0,2400,,unspecified,OTHER,02,ambulatory_surgery_center,False
PELICAN PLASMA,,3186429742,6917 FAIRFIELD AVE,SHREVEPORT,LA,71106,19D2218184,2025-05-14,Compliance,0,8500,,unspecified,OTHER,29,other,False
WEST JEFFERSON MEDICAL CENTER-RIDGELAKE IMAGING,,5043491363,"2121 RIDGELAKE DR, 1ST FLOOR",METAIRIE,LA,70001,19D2221312,2026-01-13,Compliance,0,700,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,3373374864,3519 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LA,70503,19D2284150,2025-04-17,Compliance,0,48379,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,3186476945,3047 E TEXAS ST,BOSSIER CITY,LA,71111,19D2299416,2026-02-26,Compliance,0,46678,,unspecified,OTHER,29,other,False
DERMATOLOGY CLINIC - LAKE CHARLES I,,2257697546,1800 BARBE ST,LAKE CHARLES,LA,70601,19D2308152,2025-01-14,Compliance,0,2000,,unspecified,OTHER,29,other,False
DERMATOLOGY ASSOCIATES,,2077753526,50 SEWALL ST,PORTLAND,ME,04102,20D2267598,2025-04-02,Compliance,0,1690,,unspecified,OTHER,29,other,False
