Lab ID,Tier,Score,Cohort,Sources,Primary reason,All signals,Facility name,DBA / Alt name,Website (verified),Domain registered,Domain age (days),Address,Address line 2,City,State,ZIP,Phone,Fax,CLIA #,CLIA facility type,CLIA cert type,Accreditations,CLIA original part. date,Days since CLIA launch,Annual test volume,CLIA CHOW count,NPI,NPPES org name,NPI taxonomy,NPI enumeration date,Days since NPI,Medicare type,Medicare ENRLMT ID,Contact first,Contact last,Contact title,Contact phone
C99D2334652,S,100,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-2_ORGNL_LE_6MO, Q-ACCREDITATION, N-3_NPI_NONE",TEDDY CLINICAL RESEARCH LABORATORY (WUXI) LAB,,,,,"BUILDING A, XINGYE BUILDING, NO 97, LINGHU AVENUE",,,FN,,(051) 081-9998,,99D2334652,Independent / Reference Lab,Accreditation,CAP,2025-11-25,168,0,0,,,,,,,,,,,
C33D2332899,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",REGENERON CLINICAL GENOMICS LABORATORY,,,,,785 OLD SAW MILL RIVER RD,,TARRYTOWN,NY,10591,(914) 847-7000,,33D2332899,Independent / Reference Lab,Compliance,,2025-10-27,197,1,0,,,,,,,,,,,
C33D2332274,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",EAST SIDE ONCOLOGY ASSOCIATES PLLC,,https://www.americaninfusioncenters.com/about-us/,2016-07-07,3596,"11 BROADWAY, SUITE 2000",,NEW YORK,NY,10004,(212) 400-8384,(212) 400-8385,33D2332274,Physician Office Lab,Compliance,,2025-10-16,208,1500,0,,,,,,,,,,,
C33D2331668,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",NORTH SHORE HEMATOLOGY ONCOLOGY ASSOC PC,DBA NEW YORK CANCER AND BLOOD SPECIALISTS,,,,"157 E 32ND STREET, 2ND FLOOR",,NEW YORK,NY,10016,(631) 675-3325,(631) 246-5827,33D2331668,Physician Office Lab,Compliance,,2025-10-07,217,63260,0,,,,,,,,,,,
C33D2331591,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE","NIGHTINGALE HEALTH UNITED STATES, INC, NY LAB",,https://nightingalehealth.com/news/nightingale-healths-u-s-laboratory-now-open/,2011-02-11,5569,"30-02 48TH AVE, STE 190-192",,LONG ISLAND CITY,NY,11101,(929) 769-2634,,33D2331591,Independent / Reference Lab,Compliance,,2025-10-06,218,1,0,,,,,,,,,,,
C45D2331539,S,100,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL, S-1_STANDALONE",APEX DX LAB,,,,,17000 DALLAS PKWY STE 107,,DALLAS,TX,75248,(657) 254-6655,,45D2331539,Independent / Reference Lab,Registration,,2025-10-03,221,0,0,1972479640,APEX DX LAB LLC,291U00000X,2025-10-10,214,,,MOHAMMAD,MAHMOOD,OWNER,6572546655
C45D2331381,S,100,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL, S-1_STANDALONE",GENIXA LABS LLC,,,,,3400 N CENTRAL EXPRESS WAY,,RICHARDSON,TX,75080,(945) 352-8121,,45D2331381,Independent / Reference Lab,Registration,,2025-09-30,224,0,0,1922973643,GENIXA LABS LLC,291U00000X,2025-10-10,214,,,CHIRANJEEVI,PAMIDI,OWNER,9453528121
C45D2331383,S,100,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL, S-1_STANDALONE",GAYACORE LABS LLC,,,,,445 WALNUT HILL LN STE 133 A,,RICHARDSON,TX,75081,(207) 804-1247,,45D2331383,Independent / Reference Lab,Registration,,2025-09-30,224,0,0,1730058447,GAYACORE LABS LLC,291U00000X,2025-10-31,193,,,GAYATHRI,CHILAKAMARRI,OWNER,8723529472
C10D2331199,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",BOCA FERTILITY INC,,https://bocafertility.com/contact/,1997-11-10,10410,255 SOUTHEAST 14TH ST SUITE 1A,,FORT LAUDERDALE,FL,33316,(561) 368-5500,(591) 368-4793,10D2331199,Physician Office Lab,Compliance,,2025-09-29,225,300,0,,,,,,,,,,,
C39D2330683,S,100,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL, S-1_STANDALONE",SENIOR FIRST DIAGNOSTICS LLC,,,,,1 ALBERIGI DR,,JESSUP,PA,18434,(570) 291-8496,(866) 791-0425,39D2330683,Independent / Reference Lab,Registration,,2025-09-20,234,700,0,1427926526,SENIOR FIRST DIAGNOSTICS LLC,291U00000X,2025-10-29,195,,,DALTON,PAGANO,OWNER,3522553931
C45D2330659,S,100,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL, S-1_STANDALONE",NOVA PATH LAB LLC,,,,,4100 SPRING VALLERY RD SUITE 172,,DALLAS,TX,75244,(972) 358-3502,,45D2330659,Independent / Reference Lab,Registration,,2025-09-19,235,0,0,1861367138,NOVA PATH LAB LLC,291U00000X,2025-10-07,217,,,AKHIL,PADIGELA,PRESIDENT,6824581355
C17D2330497,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",BLUE SKY FERTILITY,,https://blueskyfertility.com/,2015-03-29,4062,9361 W 75TH STREET,,OVERLAND PARK,KS,66204,(913) 218-0162,(216) 600-2239,17D2330497,Physician Office Lab,Compliance,,2025-09-17,237,500,0,,,,,,,,,,,
C45D2330338,S,100,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL, S-1_STANDALONE",MOLECULAR SOLUTIONS LAB LLC,,,,,13601 PRESTON RD SUTIE 788,,DALLAS,TX,75240,(940) 315-4607,,45D2330338,Independent / Reference Lab,Registration,,2025-09-15,239,0,0,1588530026,MOLECULAR SOLUTIONS LAB LLC,291U00000X,2025-10-13,211,,,ASHWITHA REDDY,NALIMELA,OWNER/PRESIDENT,9403154607
C33D2330213,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE","HUDSON DERMATOLOGY, PC",,https://hudsondermatology.com/contact/nanuet/,2004-08-06,7949,408 MARKET ST,,NANUET,NY,10954,(845) 896-7730,(845) 256-8100,33D2330213,Physician Office Lab,Compliance,,2025-09-12,242,75,0,,,,,,,,,,,
C10D2329944,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",FLORIDA INSTITUTE OF DERMATOLOGY LLC,,https://flinstituteofderm.com/contact/locations,2019-10-31,2385,211 EDGEWOOD DR,,APOPKA,FL,32703,(321) 804-0120,(321) 804-0121,10D2329944,Physician Office Lab,Compliance,,2025-09-09,245,250,0,,,,,,,,,,,
C28D2329752,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",SUMMIT PATHOLOGY,,,,,4021 AVENUE B,,SCOTTSBLUFF,NE,69361,(970) 212-0530,(970) 212-0558,28D2329752,Independent / Reference Lab,Compliance,,2025-09-05,249,15025,0,,,,,,,,,,,
C23D2328889,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",DERMATOLOGY SPECIALISTS OF GRAND RAPIDS PLLC,,,,,1000 E PARIS AVENUE SE SUITE 104,,GRAND RAPIDS,MI,49546,(616) 369-1600,(616) 328-6189,23D2328889,Physician Office Lab,Compliance,,2025-08-19,266,500,0,,,,,,,,,,,
C44D2328588,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",TENNESSEE VALLEY UROLOGY CENTER,,https://tnvalleyurology.com/contact/,2021-11-04,1650,6059 ARBURY WAY SECOND FLOOR,,OOLTEWAH,TN,37363,(423) 472-3201,(423) 476-4949,44D2328588,Physician Office Lab,Compliance,,2025-08-13,272,900,0,,,,,,,,,,,
C44D2328591,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",TENNESSEE VALLEY UROLOGY CENTER,,https://tnvalleyurology.com/contact/,2021-11-04,1650,719 COOK DR SUITE 114,,ATHENS,TN,37303,(423) 472-3201,(423) 476-4949,44D2328591,Physician Office Lab,Compliance,,2025-08-13,272,2000,0,,,,,,,,,,,
C40D2328499,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",LABORATORO CLINICO BORIQNUEN- RIVER TOWN,,,,,"BO JUAN SANCHEZ, CALLE 1",,BAYAMON,PR,00959,(787) 743-0330,,40D2328499,Independent / Reference Lab,Compliance,,2025-08-12,273,39900,0,,,,,,,,,,,
C50D2328278,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",CLEAR CHOICE DERMATOLOGY,,https://www.clearchoicederm.com/contact,2021-01-24,1934,5901 STEILACOOM BLVD SW,,LAKEWOOD,WA,98499,(253) 363-9199,(541) 210-8913,50D2328278,Physician Office Lab,Compliance,,2025-08-06,279,500,0,,,,,,,,,,,
C50D2328279,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",EPIPHANY DERMATOLOGY,,https://www.epiphanydermatology.com/location/bellevue-wa/,2014-10-27,4215,1200 112TH AVE NE BLDG C STE C-210,,BELLEVUE,WA,98004,(425) 458-0073,(425) 458-0074,50D2328279,Physician Office Lab,Compliance,,2025-08-06,279,900,0,,,,,,,,,,,
C34D2328082,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE","JEFFERS, MANN AND ARTMAN PEDIATRICS",,https://www.jeffersandmann.com/rolesville-pediatrician-office.php,1999-06-25,9818,831 S MAIN STREET SUITE 103,,ROLESVILLE,NC,27571,(919) 746-0550,(984) 200-0124,34D2328082,Physician Office Lab,Compliance,,2025-08-05,280,4054,0,,,,,,,,,,,
C08D2327663,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",FIRST UROLOGY,,,,,700 W LEA BLVD STE104A,,WILMINGTON,DE,19802,(302) 553-1317,,08D2327663,Physician Office Lab,Compliance,,2025-07-28,288,100000,0,,,,,,,,,,,
C10D2327580,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",WEST FLORIDA MEDICAL CENTER CLINIC PA,,https://www.medicalcenterclinic.com/,1999-06-17,9826,8333 NORTH DAVIS HWY 6TH FL,,PENSACOLA,FL,32514,(850) 474-8386,(850) 474-8522,10D2327580,Physician Office Lab,Compliance,,2025-07-24,292,1600,0,,,,,,,,,,,
C49D2327559,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",WINCHESTER GASTROENTEROLOGY ASSOCIATES-,HISTOPATHOLOGY LAB,https://www.winchestergastro.com/,2011-06-03,5457,"17340 PICKWICK DR, SUITE 130",,PURCELLVILLE,VA,20132,(540) 667-1244,(540) 662-1187,49D2327559,Physician Office Lab,Compliance,,2025-07-24,292,4500,0,,,,,,,,,,,
C23D2327422,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",DECKER DERMATOLOGY & MOHS SURGERY,,https://deckerdermatology.com/,2024-09-28,591,16835 KERCHEVAL AVE,,GROSSE POINTE,MI,48230,(313) 777-7546,,23D2327422,Physician Office Lab,Compliance,,2025-07-22,294,25,0,,,,,,,,,,,
C33D2327266,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",NORTHWELL HEALTH FERTILITY,,https://www.northwell.edu/obstetrics-and-gynecology/fertility/find-care/locations/smithtown,,,"285 MIDDLE COUNTRY ROAD, SUITE 100",,SMITHTOWN,NY,11787,(631) 650-2229,(631) 670-2137,33D2327266,Physician Office Lab,Compliance,,2025-07-21,295,1,0,,,,,,,,,,,
C33D2327152,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE","JRR MEDICAL, PC",,,,,"380 2ND AVENUE, CONCOURSE A, STE 1",,NEW YORK,NY,10010,(718) 210-2960,,33D2327152,Independent / Reference Lab,Compliance,,2025-07-17,299,1,0,,,,,,,,,,,
C01D2327017,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",SOUTHEAST CLINICAL LABORATORIES - WALKER MEDICAL,,,,,1446 JONES DAIRY ROAD,,JASPER,AL,35501,(205) 918-7156,(205) 918-7126,01D2327017,Independent / Reference Lab,Compliance,,2025-07-15,301,230000,0,,,,,,,,,,,
C23D2327064,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",ART OF DERMATOLOGY,,https://theartofderm.com/michigan-locations/berkley/,2018-02-08,3015,28905 WOODWARD AVENUE,,BERKLEY,MI,48072,(248) 581-0333,,23D2327064,Physician Office Lab,Compliance,,2025-07-15,301,500,0,,,,,,,,,,,
C17D2326824,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",PRECISION DERMATOLOGY AND SKIN CANCER CENTER,,https://www.precisiondermcenter.com,2025-04-01,406,9009 ROE,,PRAIRIE VILLAGE,KS,66207,(913) 303-7377,(913) 344-3113,17D2326824,Physician Office Lab,Compliance,,2025-07-10,306,1000,0,,,,,,,,,,,
C19D2326692,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",POSITIVE STEPS FERTILITY,,https://positivestepsfertility.com/locations/louisiana/slidell-fertility-clinic,2017-08-10,3197,300 GATEWAY DRIVE,,SLIDELL,LA,70461,(985) 265-7907,(601) 202-4685,19D2326692,Physician Office Lab,Compliance,,2025-07-08,308,200,0,,,,,,,,,,,
C50D2326703,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",FRONTIER DERMATOLOGY,,https://www.frontierdermatology.com/location/ballard/,2022-07-25,1387,5350 TALLMAN AVE NW STE 510,,SEATTLE,WA,98107,(206) 531-3114,(425) 688-8850,50D2326703,Physician Office Lab,Compliance,,2025-07-08,308,1000,0,,,,,,,,,,,
C33D2326528,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE","MEDPATH DIAGNOSTICS, INC",,https://medpathdiagnostics.com/,2021-06-13,1794,"1735 NORTH OCEAN AVE, SUITE A",,MEDFORD,NY,11763,(631) 599-3719,,33D2326528,Independent / Reference Lab,Compliance,,2025-07-07,309,1,0,,,,,,,,,,,
C45D2326567,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",FULL CIRCLE DERMATOLOGY,,https://www.fullcircledermatology.com/,2023-09-11,974,819 PEAKWOOD DR,,HOUSTON,TX,77090,(281) 645-5013,(713) 903-7958,45D2326567,Physician Office Lab,Compliance,,2025-07-07,309,1000,0,,,,,,,,,,,
C10D2326388,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE","ESTERO DERMATOLOGY & SKIN SURGERY CENTER, LLC",,https://www.houckdermatology.com/,2014-09-09,4263,10200 ARCOS AVENUE SUITE 201,,ESTERO,FL,33928,(239) 390-3376,(239) 333-0474,10D2326388,Physician Office Lab,Compliance,,2025-07-02,314,1200,0,,,,,,,,,,,
C14D2326412,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",QUINCY MEDICAL GROUP - DERMATOLOGY NON-MOHS,,https://www.quincymedgroup.com/services/dermatology,1997-10-10,10441,1025 MAINE ST - 1ST FLOOR,,QUINCY,IL,62301,(217) 222-6550,(217) 224-7945,14D2326412,Physician Office Lab,Compliance,,2025-07-02,314,240,0,,,,,,,,,,,
C26D2326307,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE","PANOME BIO, INC",,https://panomebio.com/,2022-07-12,1400,"4340 DUNCAN AVE, SUITE 286",,SAINT LOUIS,MO,63110,(618) 971-6474,,26D2326307,Independent / Reference Lab,Compliance,,2025-07-01,315,100,0,,,,,,,,,,,
C33D2326225,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",NSHOA,DBA NEW YORK CANCER AND BLOOD SPECIALISTS,,,,210 E 86TH STREET 6TH FLOOR,,NEW YORK,NY,10028,(631) 675-3325,(631) 246-5827,33D2326225,Physician Office Lab,Compliance,,2025-06-30,316,1200,0,,,,,,,,,,,
C08D2325966,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",DELAWARE PCR PARTNER,,,,,700 W LEA BLVD STE 104,,WILMINGTON,DE,19802,(267) 671-2254,,08D2325966,Physician Office Lab,Compliance,,2025-06-24,322,55000,0,,,,,,,,,,,
C50D2325997,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",MULTICARE TOXICOLOGY LABORATORY,,https://www.multicare.org/services/laboratory-services/,,,12401 E MARGINAL WAY S,,TUKWILA,WA,98168,(206) 408-4374,(206) 408-4112,50D2325997,Independent / Reference Lab,Compliance,,2025-06-24,322,8000,0,,,,,,,,,,,
C33D2325866,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",PETER CHARLES KLATSKY MD FERTILITY PC,,https://springfertility.com/,2010-12-29,5613,700 STEWART AVE SUITE 200,,GARDEN CITY,NY,11530,(646) 568-5638,(646) 568-5637,33D2325866,Physician Office Lab,Compliance,,2025-06-23,323,2400,0,,,,,,,,,,,
C34D2325804,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",CENTRAL DERMATOLOGY CENTER,,https://www.centraldermcenter.com/boyd-hall,2016-06-24,3609,55 VILCOM CENTER STE 130,,CHAPEL HILL,NC,27514,(919) 401-1994,(919) 401-1924,34D2325804,Physician Office Lab,Compliance,,2025-06-20,326,500,0,,,,,,,,,,,
C45D2325798,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",CITIZENS MOHS SURGERY & DERMATOLOGY CENTER,,https://www.cmcvictoria.com/dermatology,2025-05-09,368,9410 NE ZAC LENTZ PARKWAY,,VICTORIA,TX,77904,(361) 574-1577,(361) 574-1583,45D2325798,Physician Office Lab,Compliance,,2025-06-20,326,1000,0,,,,,,,,,,,
C10D2325340,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",AMC HLWD LLC,,,,,2514 HOLLYWOOD BLVD SUITE 105,,HOLLYWOOD,FL,33020,(754) 291-6753,(954) 368-9842,10D2325340,Physician Office Lab,Compliance,,2025-06-11,335,2000,0,,,,,,,,,,,
C33D2325342,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",NEW YORK MEDICINE GASTROENTEROLOGY PLLC,,https://thegipractice.com/,2021-08-10,1736,2900 HEMPSTEAD TPKE SUITE 203,,LEVITTOWN,NY,11756,(718) 224-1642,(718) 691-7084,33D2325342,Physician Office Lab,Compliance,,2025-06-11,335,1000,0,,,,,,,,,,,
C40D2325257,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",PHP ELITE CARE CLINICAL  LAB,,,,,"CARR, PR-2, KM 122, BO CAIMITAL ALTO",,AGUADILLA,PR,00603,(787) 641-0171,,40D2325257,Independent / Reference Lab,Compliance,,2025-06-10,336,6150,0,,,,,,,,,,,
C50D2325214,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",SURGICAL ASSOCIATES NW,DIVISION OF LABORATORY SCIENCE,https://www.sanw.org/about/our-locations/federal-way-office/,,,34612 6TH AVE S STE 100,,FEDERAL WAY,WA,98003,(206) 854-2460,,50D2325214,Physician Office Lab,Compliance,,2025-06-09,337,3000,0,,,,,,,,,,,
C33D2325020,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",GASTROCARE LI,,https://gastrocareli.com/,1999-07-22,9791,"210 E SUNRISE HWY, #304",,VALLEY STREAM,NY,11581,(516) 825-8484,,33D2325020,Independent / Reference Lab,Compliance,,2025-06-05,341,1,0,,,,,,,,,,,
C50D2325065,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",CEDAR RIVER CLINICS,,https://cedarriverclinics.org/renton/,,,601 S CARR RD,,RENTON,WA,98055,(425) 255-0471,(425) 255-0262,50D2325065,Physician Office Lab,Compliance,,2025-06-05,341,1000,0,,,,,,,,,,,
C50D2325066,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",CEDAR RIVER CLINICS,,https://cedarriverclinics.org/tacoma/,,,1401 MARTIN LUTHER KING JR WAY,,TACOMA,WA,98405,(425) 255-0471,(425) 255-0262,50D2325066,Physician Office Lab,Compliance,,2025-06-05,341,500,0,,,,,,,,,,,
C25D2325034,S,100,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-COMPLIANCE, N-3_NPI_NONE",WEBSTER URGENT CARE- CALEDONIA,,https://www.websterurgent.com/,2017-07-25,3213,39 SOUTH ST,,CALEDONIA,MS,39740,(662) 356-1560,(662) 356-1569,25D2325034,Physician Office Lab,Compliance,,2025-06-05,341,2583,0,,,,,,,,,,,
